	sequences per sample	iteration	CK1	CK2	CK3	JXBR161	JXBR162	JXBR163	RW371	RW372	RW373	R37J161	R37J162	R37J163
alpha_rarefaction_91540_5.txt	91540	5	18551.0	17537.0	15443.0	18256.0	13126.0	17461.0	12812.0	14983.0	19753.0	17198.0	17267.0	14477.0
alpha_rarefaction_91540_6.txt	91540	6	18574.0	17495.0	15508.0	18236.0	13093.0	17434.0	12818.0	14918.0	19692.0	17305.0	17212.0	14491.0
alpha_rarefaction_91540_7.txt	91540	7	18598.0	17548.0	15382.0	18219.0	13066.0	17471.0	12725.0	14925.0	19775.0	17336.0	17356.0	14548.0
alpha_rarefaction_91540_8.txt	91540	8	18559.0	17456.0	15423.0	18277.0	13054.0	17517.0	12685.0	14870.0	19792.0	17233.0	17265.0	14486.0
alpha_rarefaction_91540_9.txt	91540	9	18625.0	17544.0	15519.0	18246.0	13065.0	17452.0	12854.0	15013.0	19707.0	17178.0	17309.0	14494.0
alpha_rarefaction_101710_0.txt	101710	0	19638.0	18596.0	16390.0	19178.0	13696.0	18380.0	13611.0	15867.0	21174.0	18261.0	18395.0	15439.0
alpha_rarefaction_101710_1.txt	101710	1	19638.0	18511.0	16339.0	19238.0	13759.0	18352.0	13564.0	15945.0	21072.0	18357.0	18408.0	15353.0
alpha_rarefaction_101710_2.txt	101710	2	19637.0	18483.0	16373.0	19251.0	13762.0	18379.0	13521.0	15759.0	20996.0	18338.0	18335.0	15309.0
alpha_rarefaction_101710_3.txt	101710	3	19638.0	18522.0	16370.0	19231.0	13764.0	18444.0	13655.0	15835.0	21056.0	18368.0	18397.0	15429.0
alpha_rarefaction_101710_4.txt	101710	4	19638.0	18521.0	16324.0	19354.0	13663.0	18459.0	13548.0	15877.0	21068.0	18334.0	18329.0	15325.0
alpha_rarefaction_101710_5.txt	101710	5	19638.0	18573.0	16304.0	19282.0	13668.0	18417.0	13585.0	15845.0	21053.0	18347.0	18333.0	15342.0
alpha_rarefaction_101710_6.txt	101710	6	19638.0	18612.0	16379.0	19238.0	13760.0	18395.0	13650.0	15823.0	21087.0	18411.0	18284.0	15362.0
alpha_rarefaction_101710_7.txt	101710	7	19638.0	18579.0	16369.0	19169.0	13722.0	18414.0	13609.0	15777.0	21153.0	18400.0	18429.0	15319.0
alpha_rarefaction_101710_8.txt	101710	8	19636.0	18504.0	16422.0	19348.0	13822.0	18341.0	13658.0	15937.0	20950.0	18319.0	18435.0	15355.0
alpha_rarefaction_101710_9.txt	101710	9	19637.0	18487.0	16286.0	19245.0	13798.0	18412.0	13590.0	15845.0	21059.0	18435.0	18392.0	15300.0
