OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	4.8462	0.1834	0.2913	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other	4.8462	0.1834	0.2913	1	6e-04	8e-04	4e-04	6e-04
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae	4.8109	0.1862	0.2949	1	0	0	0	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__4-29	4.7949	0.1874	0.2961	1	4e-04	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__KF-JG30-B3	4.7436	0.1916	0.3017	1	9e-04	3e-04	7e-04	3e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;Other	4.5897	0.2044	0.3202	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__TA18;o__;f__	4.5897	0.2044	0.3202	1	3e-04	1e-04	3e-04	1e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__AKIW659	4.5673	0.2064	0.3223	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	4.5489	0.208	0.3236	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;Other;Other	4.5385	0.2089	0.3236	1	0	0	1e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__	4.5385	0.2089	0.3236	1	0.0017	0.0027	0.0018	0.0025
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;Other	4.4386	0.2178	0.3342	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	4.4359	0.2181	0.3342	1	0.0012	0.0017	8e-04	0.002
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae	4.4359	0.2181	0.3342	1	0.0014	4e-04	0.0013	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae	4.4359	0.2181	0.3342	1	0.0015	0.0032	0.0022	0.0031
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__	4.3735	0.2239	0.3357	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__CA002	4.3735	0.2239	0.3357	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Demequinaceae	4.3735	0.2239	0.3357	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;Other	4.3735	0.2239	0.3357	1	0	0	0	0
k__Bacteria;p__Candidate division OP3;c__;o__;f__	4.3735	0.2239	0.3357	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;Other	4.3735	0.2239	0.3357	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__CWT CU03-E12	4.3681	0.2244	0.3357	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__UASB-TL25	4.3681	0.2244	0.3357	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae	4.3681	0.2244	0.3357	1	1e-04	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae	4.2308	0.2376	0.3545	1	1e-04	1e-04	1e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 6;Other	4.1341	0.2473	0.368	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__ABS-19	4.1282	0.2479	0.368	1	0.0029	9e-04	0.0023	0.0011
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__B1-7BS;f__	4.0903	0.2519	0.3729	1	0	0	0	0
k__Bacteria;p__Saccharibacteria;c__Unknown Class;o__Unknown Order;f__Unknown Family	4.0652	0.2545	0.3758	1	2e-04	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__env.OPS 17	4.0256	0.2587	0.381	1	0.003	0.0014	0.0025	0.0011
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9 marine group	4.0012	0.2613	0.3839	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;Other;Other	3.9855	0.263	0.3852	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae	3.9744	0.2642	0.3852	1	0.0151	0.0276	0.0308	0.0252
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae	3.9744	0.2642	0.3852	1	6e-04	6e-04	8e-04	0.0014
k__Bacteria;p__Acidobacteria;c__Holophagae;o__TPD-58;f__	3.9317	0.2689	0.388	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;Other	3.9317	0.2689	0.388	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__	3.9317	0.2689	0.388	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;Other	3.9317	0.2689	0.388	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae	3.9231	0.2699	0.3884	1	5e-04	4e-04	4e-04	6e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Vulgatibacteraceae	3.8747	0.2753	0.3952	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae	3.8566	0.2774	0.3971	1	0	0	1e-04	0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;Other;Other	3.8227	0.2813	0.4017	1	2e-04	0	0	1e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__0319-6M6	3.7692	0.2875	0.4096	1	0.0013	0.0014	9e-04	0.0013
k__Bacteria;p__Chloroflexi;c__TK10;o__bacterium Ellin6519;f__bacterium Ellin6519	3.7304	0.2921	0.413	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionI;f__FamilyI	3.7304	0.2921	0.413	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	3.7304	0.2921	0.413	1	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae	3.7211	0.2932	0.4135	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	3.6959	0.2962	0.4168	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	3.6154	0.3061	0.4292	1	0.0012	0.0017	1e-04	3e-04
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__;f__	3.6115	0.3066	0.4292	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__MNH2	3.6029	0.3077	0.4297	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;Other	3.5128	0.3191	0.4445	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;Other	3.4103	0.3326	0.4606	1	0	0	2e-04	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__Sva0725	3.4103	0.3326	0.4606	1	1e-04	2e-04	2e-04	1e-04
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	3.4066	0.3331	0.4606	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 5;f__	3.359	0.3395	0.4639	1	9e-04	6e-04	4e-04	6e-04
k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Vampirovibrionales;f__	3.359	0.3395	0.4639	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage IIc;f__	3.359	0.3395	0.4639	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Microgenomates;c__;o__;f__	3.359	0.3395	0.4639	1	4e-04	5e-04	7e-04	3e-04
k__Bacteria;p__Proteobacteria;Other;Other;Other	3.359	0.3395	0.4639	1	2e-04	3e-04	5e-04	3e-04
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	3.2203	0.3589	0.4655	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	3.2138	0.3598	0.4655	1	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__;f__	3.2051	0.3611	0.4655	1	0	1e-04	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria	3.2051	0.3611	0.4655	1	2e-04	1e-04	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;Other	3.2051	0.3611	0.4655	1	0	1e-04	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Oscillochloridaceae	3.1766	0.3652	0.4655	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	3.1766	0.3652	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__B79	3.1565	0.3681	0.4655	1	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage IV;f__	3.1026	0.3761	0.4655	1	5e-04	3e-04	3e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__AKYH478	3.0426	0.3851	0.4655	1	0	1e-04	1e-04	1e-04
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae	3	0.3916	0.4655	1	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmatales Incertae Sedis	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Tsukamurellaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Elev-16S-976;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__BSV13;o__;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales RF16 group	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__COB P4-1 termite group	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__M2PB4-65 termite group	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rs-E47 termite group	3	0.3916	0.4655	1	3e-04	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidia Incertae Sedis;f__Draconibacteriaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__SB-5;o__;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__WCHB1-69	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__WCHB1-32;o__;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;Other;Other;Other	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__;Other	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Obscuribacterales;Other	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage I (Endomicrobia);f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__possible family 02	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacteria Incertae Sedis;f__Unknown Family	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family XII	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIV	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Hados.Sed.Eubac.3	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Lentisphaerae;c__Oligosphaeria;o__;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__4-Org1-14;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__FukuN57	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Betaproteobacteria Incertae Sedis;f__Unknown Family	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	3	0.3916	0.4655	1	6e-04	1e-04	1e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__43F-1404R;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16;f__Pseudomonas sp. MIC 2010	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__BD72BR169;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis;f__Unknown Family	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NKB5;f__Legionella-like amoebal pathogen HT99	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NKB5;f__Trachelomonas scabra	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Hahellaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis	3	0.3916	0.4655	1	0.0074	0.0059	0.0056	0.0064
k__Bacteria;p__Proteobacteria;c__TA18;o__Rhizobiales bacterium LX78;f__Rhizobiales bacterium LX78	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mollicutes RF9;f__	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae	3	0.3916	0.4655	1	0.0044	0.0035	0.0082	0.0053
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__01D2Z36	3	0.3916	0.4655	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae	2.9652	0.397	0.4709	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Elev-16S-816;f__	2.9385	0.4012	0.4749	1	0	0	1e-04	0
k__Archaea;p__Miscellaneous Crenarchaeotic Group;c__;o__;f__	2.7772	0.4273	0.5037	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Pasteuriaceae	2.7772	0.4273	0.5037	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__	2.7436	0.4329	0.5082	1	2e-04	1e-04	1e-04	1e-04
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage IIb;f__	2.7436	0.4329	0.5082	1	5e-04	2e-04	4e-04	4e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Holosporaceae	2.6923	0.4415	0.5151	1	1e-04	1e-04	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	2.6923	0.4415	0.5151	1	8e-04	8e-04	7e-04	0.001
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__DA101 soil group	2.6923	0.4415	0.5151	1	9e-04	6e-04	7e-04	6e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MSB-4B10	2.632	0.4519	0.5261	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__DS-100	2.5897	0.4593	0.5315	1	3e-04	4e-04	7e-04	3e-04
k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__SJA-28	2.5897	0.4593	0.5315	1	0	0	1e-04	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae	2.5897	0.4593	0.5315	1	0.007	0.0059	0.0058	0.0075
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other;Other	2.4843	0.4781	0.5521	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	2.4551	0.4835	0.5552	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A clade;f__	2.4551	0.4835	0.5552	1	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	2.4536	0.4837	0.5552	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__AKIW1012	2.4396	0.4863	0.557	1	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae	2.3846	0.4965	0.5664	1	1e-04	1e-04	1e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae	2.3846	0.4965	0.5664	1	0.007	0.0074	0.0079	0.0063
k__Bacteria;p__Omnitrophica;c__NPL-UPA2;o__;f__	2.3053	0.5115	0.5819	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;Other	2.2821	0.516	0.5819	1	0	1e-04	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	2.2821	0.516	0.5819	1	2e-04	1e-04	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__ARKICE-90;o__;f__	2.2821	0.516	0.5819	1	0	0	0	0
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__PHOS-HE36	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Cercis gigantea;f__Cercis gigantea	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Triticum aestivum (bread wheat);f__Triticum aestivum (bread wheat)	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 2	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__GAL08;c__;o__;f__	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;Other	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Elev-16S-1158	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NKB5;f__unidentified marine bacterioplankton	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__CrystalBog021C3	2.2121	0.5296	0.5819	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__SJA-149	2.1282	0.5462	0.5967	1	2e-04	1e-04	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiales Incertae Sedis	2.1282	0.5462	0.5967	1	2e-04	2e-04	3e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__	2.1282	0.5462	0.5967	1	0.0015	0.0017	0.0055	0.0025
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	2.0769	0.5566	0.6046	1	0.0014	0.0013	0.001	0.0018
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	2.0769	0.5566	0.6046	1	0.002	0.002	0.0023	0.0031
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NKB5;f__	2.0769	0.5566	0.6046	1	8e-04	3e-04	4e-04	5e-04
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	2.0013	0.5721	0.6203	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brevibacteriaceae	1.9785	0.5769	0.6204	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__AKYG937	1.9785	0.5769	0.6204	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__JTB23;o__;f__	1.9785	0.5769	0.6204	1	0	0	0	0
k__Bacteria;Other;Other;Other;Other	1.9744	0.5777	0.6204	1	2e-04	2e-04	5e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__DUNssu044	1.9744	0.5777	0.6204	1	4e-04	3e-04	5e-04	5e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	1.9684	0.579	0.6206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;Other	1.9449	0.5839	0.6235	1	0	0	0	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__KD3-62;f__	1.9449	0.5839	0.6235	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	1.8983	0.5938	0.6328	1	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Lolium perenne;f__Lolium perenne	1.8718	0.5994	0.6365	1	1e-04	2e-04	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	1.8718	0.5994	0.6365	1	3e-04	2e-04	1e-04	3e-04
Unassigned;Other;Other;Other;Other	1.7692	0.6217	0.6564	1	0.0277	0.019	0.0256	0.0231
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae	1.7692	0.6217	0.6564	1	1e-04	1e-04	2e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__27F-1492R	1.7692	0.6217	0.6564	1	2e-04	1e-04	1e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	1.6903	0.6391	0.6735	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	1.6799	0.6414	0.6747	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	1.6473	0.6487	0.6811	1	1e-04	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	1.6266	0.6534	0.6847	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	1.6215	0.6545	0.6847	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae	1.5641	0.6676	0.6962	1	0.0047	0.0054	0.0064	0.0068
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 21;f__	1.5623	0.668	0.6962	1	0	0	0	0
