OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__YNPFFP1	9.6667	0.0216	0.1888	1	0.0012	9e-04	2e-04	6e-04
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	9.6667	0.0216	0.1888	1	0.0144	0.0037	0.0185	0.0075
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__MNC12	9.6667	0.0216	0.1888	1	5e-04	2e-04	9e-04	4e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__JG34-KF-361	9.5848	0.0224	0.1888	1	0	0	0.0014	0
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae	9.5641	0.0227	0.1888	1	5e-04	2e-04	0.0012	3e-04
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	9.5128	0.0232	0.1888	1	6e-04	3e-04	0.0071	4e-04
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Xiphinematobacteraceae	9.5128	0.0232	0.1888	1	1e-04	1e-04	6e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__AT-s3-28;f__	9.4696	0.0237	0.1888	1	0	0	2e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__FFCH5909;f__	9.4615	0.0237	0.1888	1	5e-04	2e-04	0	4e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae	9.4615	0.0237	0.1888	1	0.0035	0.0038	0	0.0029
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae	9.4615	0.0237	0.1888	1	0.0102	0.0138	0.0024	0.0125
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__TM146	9.4615	0.0237	0.1888	1	4e-04	2e-04	0	2e-04
k__Bacteria;p__Chloroflexi;c__S085;o__;f__	9.4615	0.0237	0.1888	1	0.0031	0.0016	0.0137	0.0017
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	9.4615	0.0237	0.1888	1	0.0051	0.0028	0.0016	0.0028
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	9.4615	0.0237	0.1888	1	0	1e-04	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__I-10	9.4615	0.0237	0.1888	1	8e-04	5e-04	0.0013	8e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20;f__	9.4615	0.0237	0.1888	1	0.0017	6e-04	0.0119	5e-04
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae	9.4615	0.0237	0.1888	1	5e-04	3e-04	0.0014	2e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__1921-2	9.3918	0.0245	0.1888	1	7e-04	7e-04	0	5e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__FFCH13075	9.3789	0.0247	0.1888	1	0	0	2e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 17;f__	9.359	0.0249	0.1888	1	6e-04	2e-04	0.0032	2e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__Elev-16S-1166	9.359	0.0249	0.1888	1	4e-04	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	9.359	0.0249	0.1888	1	2e-04	1e-04	2e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae	9.359	0.0249	0.1888	1	0.0029	0.0017	2e-04	0.0016
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae	9.359	0.0249	0.1888	1	3e-04	3e-04	6e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae	9.359	0.0249	0.1888	1	1e-04	0	0.0019	0
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);Other;Other	9.3119	0.0254	0.1888	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae	9.3119	0.0254	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__AT-s3-44	9.3119	0.0254	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__GR-WP33-58	9.3119	0.0254	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__	9.2564	0.0261	0.1888	1	0.0055	0.0022	0.0077	0.0029
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	9.2564	0.0261	0.1888	1	0.0242	0.0897	0.0274	0.0615
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae	9.2564	0.0261	0.1888	1	0	4e-04	0	2e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae	9.186	0.0269	0.1888	1	0	0	5e-04	1e-04
k__Bacteria;p__Planctomycetes;c__OM190;o__;f__	9.0604	0.0285	0.1888	1	0	0	3e-04	0
k__Bacteria;p__Aerophobetes;c__;o__;f__	9.0513	0.0286	0.1888	1	3e-04	1e-04	6e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiales Incertae Sedis	8.9487	0.03	0.1888	1	2e-04	1e-04	5e-04	1e-04
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__	8.9487	0.03	0.1888	1	0.0018	0.0012	7e-04	9e-04
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Marine Group II	8.8974	0.0307	0.1888	1	0.0028	3e-04	0.0014	0.0011
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);o__;f__	8.8974	0.0307	0.1888	1	2e-04	7e-04	0.0029	9e-04
k__Bacteria;p__Armatimonadetes;c__;o__;f__	8.8974	0.0307	0.1888	1	0.0026	0.0016	0.0039	0.0023
k__Bacteria;p__TM6;c__;o__;f__	8.8974	0.0307	0.1888	1	0.0013	7e-04	2e-04	5e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__1013-28-CG33;f__	8.7681	0.0325	0.1888	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__Unknown Family	8.7436	0.0329	0.1888	1	0.0026	0.0057	0.0198	0.0051
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__	8.7436	0.0329	0.1888	1	0.0111	0.002	0.0153	0.003
k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__	8.7436	0.0329	0.1888	1	0.0017	9e-04	0.0032	9e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	8.7436	0.0329	0.1888	1	0	0	6e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__JG37-AG-20	8.7436	0.0329	0.1888	1	0.0032	0.001	0	0.003
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Plot4-2H12	8.7436	0.0329	0.1888	1	4e-04	2e-04	4e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	8.7436	0.0329	0.1888	1	0.0104	0.0202	0.0257	0.0165
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae	8.7436	0.0329	0.1888	1	1e-04	0	3e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillales Incertae Sedis	8.6923	0.0337	0.1888	1	0.0034	0.0051	0.001	0.0051
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	8.6923	0.0337	0.1888	1	1e-04	2e-04	0	1e-04
k__Bacteria;p__SM2F11;c__;o__;f__	8.6923	0.0337	0.1888	1	0.0024	0.001	2e-04	0.001
k__Bacteria;p__WCHB1-60;c__;o__;f__	8.6923	0.0337	0.1888	1	0.0055	0.004	0.0013	0.0043
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__BCf3-20	8.6713	0.034	0.1888	1	0	1e-04	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	8.641	0.0345	0.1888	1	0.0104	0.0494	0.0096	0.04
k__Bacteria;p__Bacteroidetes;Other;Other;Other	8.6042	0.035	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae	8.6042	0.035	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__CCU22	8.6042	0.035	0.1888	1	0	0	3e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae	8.6042	0.035	0.1888	1	0	0	0.001	0
k__Archaea;p__Thaumarchaeota;c__South African Gold Mine Gp 1(SAGMCG-1);o__;f__	8.5556	0.0358	0.1888	1	0.0072	8e-04	0	0.0015
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__	8.5385	0.0361	0.1888	1	0.0028	0.0027	0.0015	0.0016
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__PHOS-HE51	8.4655	0.0373	0.1888	1	0	0	7e-04	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12 marine group	8.4359	0.0378	0.1888	1	5e-04	1e-04	3e-04	1e-04
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae	8.4359	0.0378	0.1888	1	4e-04	1e-04	3e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Solimonadaceae	8.4359	0.0378	0.1888	1	0.009	0.0015	0.0033	0.004
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 12;f__	8.4085	0.0383	0.1888	1	3e-04	0	0.0013	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B10-SB3A;f__	8.4085	0.0383	0.1888	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobia Incertae Sedis;o__Unknown Order;f__Unknown Family	8.4085	0.0383	0.1888	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae	8.3829	0.0387	0.1888	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae	8.3475	0.0393	0.1888	1	0	0	2e-04	0
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__	8.3333	0.0396	0.1888	1	0.0012	0.0021	8e-04	0.0037
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__CFT112H7	8.2954	0.0403	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae	8.2954	0.0403	0.1888	1	0	0	2e-04	0
k__Bacteria;p__Firmicutes;c__OPB54;o__;f__	8.2596	0.0409	0.1888	1	1e-04	0	0	0
k__Bacteria;p__Acidobacteria;c__Subgroup 26;o__;f__	8.2435	0.0412	0.1888	1	0	0	2e-04	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;Other	8.2435	0.0412	0.1888	1	0	0	2e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__	8.2435	0.0412	0.1888	1	0.0091	0.012	0	0.0127
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 2;f__	8.2308	0.0415	0.1888	1	0.0124	0.0065	1e-04	0.009
k__Bacteria;p__Chloroflexi;c__SHA-26;o__;f__	8.2308	0.0415	0.1888	1	3e-04	3e-04	0	2e-04
k__Bacteria;p__Chloroflexi;c__TK10;o__;f__	8.2308	0.0415	0.1888	1	0.0149	0.0094	0.0074	0.0104
k__Bacteria;p__Saccharibacteria;Other;Other;Other	8.2308	0.0415	0.1888	1	4e-04	0.001	0	7e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__PAUC26f	8.1942	0.0422	0.1888	1	0	0	4e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae	8.1942	0.0422	0.1888	1	0	0	6e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__bacteriap25	8.1942	0.0422	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Order Incertae Sedis;f__Family Incertae Sedis	8.1942	0.0422	0.1888	1	0	0	6e-04	0
k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	8.1942	0.0422	0.1888	1	2e-04	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae	8.1915	0.0422	0.1888	1	0	0	3e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Frankiaceae	8.1282	0.0434	0.1888	1	0.0028	0.0028	1e-04	0.0039
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae	8.1282	0.0434	0.1888	1	6e-04	0.0013	1e-04	0.0014
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	8.1282	0.0434	0.1888	1	0.0041	0.0065	0.0017	0.0042
k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__	8.1282	0.0434	0.1888	1	0.0067	0.0063	0.0224	0.01
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	8.1282	0.0434	0.1888	1	0.0097	0.0094	0.0032	0.0081
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other	8.1282	0.0434	0.1888	1	1e-04	2e-04	1e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	8.1282	0.0434	0.1888	1	0.0148	0.0242	7e-04	0.0262
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	8.0769	0.0444	0.1888	1	0.0326	0.0155	0.0157	0.0195
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101 soil group;f__	8.0769	0.0444	0.1888	1	0.0018	0.0015	0.0069	0.0013
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3 termite group;f__	7.9323	0.0474	0.1888	1	0	0	0	0
k__Bacteria;p__Candidate division WS6;c__;o__;f__	7.9314	0.0475	0.1888	1	1e-04	3e-04	0	0.0016
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;Other;Other	7.9314	0.0475	0.1888	1	2e-04	2e-04	0	1e-04
k__Bacteria;p__Chloroflexi;c__TK10;Other;Other	7.9314	0.0475	0.1888	1	0.0013	0.0015	0	0.0012
k__Bacteria;p__WD272;c__;o__;f__	7.9314	0.0475	0.1888	1	0.0038	0.0055	0	0.0053
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	7.8718	0.0487	0.1888	1	3e-04	1e-04	9e-04	0
k__Bacteria;p__Acidobacteria;Other;Other;Other	7.8205	0.0499	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 20;f__	7.8205	0.0499	0.1888	1	0	0	0.0011	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae	7.8205	0.0499	0.1888	1	0.0391	0.0574	0.0309	0.0342
k__Bacteria;p__Cyanobacteria;c__Chloroplast;Other;Other	7.8205	0.0499	0.1888	1	5e-04	3e-04	0	4e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	7.8205	0.0499	0.1888	1	0.0014	6e-04	0.0354	0.0013
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;Other	7.7754	0.0509	0.1888	1	5e-04	6e-04	0	7e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__1174-901-12	7.7754	0.0509	0.1888	1	1e-04	0	0	0
k__Bacteria;p__Verrucomicrobia;c__S-BQ2-57 soil group;o__;f__	7.7478	0.0515	0.1888	1	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Pla4 lineage;o__;f__	7.7469	0.0515	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	7.7179	0.0522	0.1888	1	0.0039	0.0051	0.0024	0.0061
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__HSB OF53-F07	7.6936	0.0528	0.1888	1	0.012	0.0093	0	0.0137
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__RB41	7.6667	0.0534	0.1888	1	0.0031	0.0055	0.027	0.0043
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae	7.6667	0.0534	0.1888	1	0.0029	0.0014	6e-04	0.002
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__WW2-159	7.6667	0.0534	0.1888	1	2e-04	2e-04	1e-04	3e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae	7.6667	0.0534	0.1888	1	1e-04	1e-04	4e-04	1e-04
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	7.6655	0.0535	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae	7.6154	0.0547	0.1888	1	0.0312	0.0103	0.0186	0.0178
k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__	7.6154	0.0547	0.1888	1	1e-04	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__MND8	7.6154	0.0547	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839	7.6035	0.055	0.1888	1	5e-04	0	0	1e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 11;f__	7.5128	0.0572	0.1888	1	0	0	0.0023	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 25;f__	7.5128	0.0572	0.1888	1	1e-04	0	0.0039	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae	7.5128	0.0572	0.1888	1	0.001	0.0012	6e-04	0.0015
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__	7.5128	0.0572	0.1888	1	0.002	0.0027	4e-04	0.006
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	7.5128	0.0572	0.1888	1	0.0017	1e-04	0.0017	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae	7.5128	0.0572	0.1888	1	0.0011	4e-04	0.0012	4e-04
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	7.5128	0.0572	0.1888	1	1e-04	0	0.004	1e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__288-2	7.4877	0.0579	0.1888	1	0	0	4e-04	2e-04
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OM1 clade	7.4529	0.0588	0.1888	1	0	0	0.0055	0
k__Archaea;p__Thaumarchaeota;Other;Other;Other	7.4241	0.0595	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__	7.4241	0.0595	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__B38;f__	7.4241	0.0595	0.1888	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Elev-1554;o__;f__	7.4113	0.0599	0.1888	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__7B-8	7.4113	0.0599	0.1888	1	0	0	1e-04	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	7.3333	0.062	0.1888	1	2e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae	7.3333	0.062	0.1888	1	0	0	2e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	7.3077	0.0627	0.1888	1	4e-04	4e-04	0.0011	2e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__1959-1	7.3077	0.0627	0.1888	1	2e-04	2e-04	0	1e-04
k__Bacteria;p__Chloroflexi;c__P2-11E;o__;f__	7.3077	0.0627	0.1888	1	1e-04	1e-04	0.0014	1e-04
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722;f__	7.3077	0.0627	0.1888	1	1e-04	1e-04	0.0016	1e-04
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21	7.3077	0.0627	0.1888	1	0.002	0.0016	0.0121	0.0017
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae	7.3077	0.0627	0.1888	1	0.0435	0.0259	0.0408	0.0309
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__mle1-27	7.3077	0.0627	0.1888	1	0.0015	0.0021	5e-04	0.0012
k__Archaea;p__Thaumarchaeota;c__terrestrial group;o__;f__	7.3073	0.0627	0.1888	1	1e-04	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae	7.3073	0.0627	0.1888	1	3e-04	4e-04	0	9e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;Other;Other	7.3073	0.0627	0.1888	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__G12-WMSP1	7.3073	0.0627	0.1888	1	6e-04	5e-04	0	6e-04
k__Bacteria;p__Proteobacteria;c__SPOTSOCT00m83;o__;f__	7.3073	0.0627	0.1888	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	7.2935	0.0631	0.1888	1	0	0	0	0
