OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomicrobium	10.7349	0.0132	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Azotobacter	10.7349	0.0132	0.206	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Alterococcus	10.7349	0.0132	0.206	1	0	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;Other	10.3846	0.0156	0.206	1	3e-04	6e-04	0.0014	4e-04
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	10.3846	0.0156	0.206	1	0.014	0.0451	0.0033	0.0285
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys	10.3846	0.0156	0.206	1	0.001	0.0037	3e-04	0.0023
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	10.3846	0.0156	0.206	1	9e-04	3e-04	5e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dokdonella	10.3846	0.0156	0.206	1	3e-04	8e-04	0	0.0011
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter	10.3846	0.0156	0.206	1	5e-04	0.0034	0.0112	0.0017
k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__;f__;g__	10.3846	0.0156	0.206	1	0.0027	9e-04	0.0088	0.0015
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales S24-7 group;g__	10.1729	0.0172	0.206	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Catenulisporales;f__Actinospicaceae;g__Actinospica	10.1158	0.0176	0.206	1	1e-04	2e-04	0	1e-04
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Lacibacter	10.0094	0.0185	0.206	1	0	2e-04	0.0018	1e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other;Other	9.9744	0.0188	0.206	1	2e-04	1e-04	2e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__	9.9744	0.0188	0.206	1	0.0042	0.003	7e-04	0.0027
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30;f__;g__	9.9744	0.0188	0.206	1	0.003	0.0012	0.0066	0.0015
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__	9.9744	0.0188	0.206	1	1e-04	0	5e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__Unknown Family;Other	9.6667	0.0216	0.206	1	1e-04	0	0	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__TM146;g__	9.6667	0.0216	0.206	1	4e-04	2e-04	0	2e-04
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__	9.6667	0.0216	0.206	1	0.0119	0.0028	0.0138	0.0064
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga	9.6667	0.0216	0.206	1	1e-04	6e-04	0.0016	4e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__MNC12;g__	9.6667	0.0216	0.206	1	5e-04	1e-04	9e-04	4e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas	9.6667	0.0216	0.206	1	0	2e-04	9e-04	1e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Terriglobus	9.6582	0.0217	0.206	1	3e-04	1e-04	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Arcticibacter	9.6582	0.0217	0.206	1	0	0	2e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Nevskiaceae;g__Alkanibacter	9.6478	0.0218	0.206	1	3e-04	1e-04	0	1e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__TM146;Other	9.5957	0.0223	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquincola	9.5957	0.0223	0.206	1	2e-04	6e-04	0	6e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Nevskiaceae;g__Nevskia	9.5957	0.0223	0.206	1	4e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__JG34-KF-361;g__	9.5848	0.0224	0.206	1	0	0	0.0014	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Diaminobutyricimonas	9.5664	0.0226	0.206	1	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter	9.5641	0.0227	0.206	1	5e-04	2e-04	0.0012	3e-04
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__;g__	9.5128	0.0232	0.206	1	6e-04	3e-04	0.0071	4e-04
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Xiphinematobacteraceae;g__Candidatus Xiphinematobacter	9.5128	0.0232	0.206	1	1e-04	1e-04	6e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisphaera	9.4917	0.0234	0.206	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Rhodopila	9.4917	0.0234	0.206	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Elstera	9.4917	0.0234	0.206	1	3e-04	1e-04	0	1e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__AT-s3-28;f__;g__	9.4696	0.0237	0.206	1	0	0	2e-04	0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__	9.4696	0.0237	0.206	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__FFCH5909;f__;g__	9.4615	0.0237	0.206	1	5e-04	2e-04	0	4e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__Unknown Family;g__Bryobacter	9.4615	0.0237	0.206	1	0.0208	0.0067	0.006	0.008
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__Unknown Family;g__Candidatus Solibacter	9.4615	0.0237	0.206	1	0.0198	0.0068	6e-04	0.0079
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus	9.4615	0.0237	0.206	1	0.0035	0.0038	0	0.0029
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__YNPFFP1;g__	9.4615	0.0237	0.206	1	0.0011	9e-04	0	6e-04
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga	9.4615	0.0237	0.206	1	0.0023	9e-04	2e-04	0.001
k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__	9.4615	0.0237	0.206	1	0.0031	0.0016	0.0137	0.0017
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	9.4615	0.0237	0.206	1	0.0018	0.001	2e-04	9e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__I-10;g__	9.4615	0.0237	0.206	1	8e-04	5e-04	0.0013	8e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira	9.4615	0.0237	0.206	1	0	0.0024	3e-04	0.0018
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20;f__;g__	9.4615	0.0237	0.206	1	0.0017	6e-04	0.0119	5e-04
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus	9.4615	0.0237	0.206	1	5e-04	3e-04	0.0013	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__Oligoflexus	9.401	0.0244	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	9.3918	0.0245	0.206	1	0	0	9e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__1921-2;g__	9.3918	0.0245	0.206	1	7e-04	7e-04	0	5e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__FFCH13075;g__	9.3789	0.0247	0.206	1	0	0	2e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 17;f__;g__	9.359	0.0249	0.206	1	6e-04	2e-04	0.0032	2e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 3;f__Elev-16S-1166;g__	9.359	0.0249	0.206	1	4e-04	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__	9.359	0.0249	0.206	1	0.0117	0.0172	0.0451	0.0163
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis	9.359	0.0249	0.206	1	3e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;Other	9.359	0.0249	0.206	1	0.0033	0.0022	6e-04	0.0021
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__	9.359	0.0249	0.206	1	0.0023	0.0011	0	0.0011
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__	9.359	0.0249	0.206	1	0.0014	0.0021	0.0057	0.002
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__	9.359	0.0249	0.206	1	6e-04	0	2e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas	9.359	0.0249	0.206	1	4e-04	0.0015	0.0055	0.0014
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);Other;Other;Other	9.3119	0.0254	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Candidatus Planktophila	9.3119	0.0254	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__Euzebya	9.3119	0.0254	0.206	1	0	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella 1	9.3119	0.0254	0.206	1	0	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter	9.3119	0.0254	0.206	1	0	0	4e-04	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__NS10 marine group	9.3119	0.0254	0.206	1	0	1e-04	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Candidatus Chloroploca	9.3119	0.0254	0.206	1	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__AKYG587	9.3119	0.0254	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula	9.3119	0.0254	0.206	1	0	1e-04	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__AT-s3-44;g__	9.3119	0.0254	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__	9.3119	0.0254	0.206	1	0	0	4e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter	9.3119	0.0254	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rubrivivax	9.3119	0.0254	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__GR-WP33-58;g__	9.3119	0.0254	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__	9.3119	0.0254	0.206	1	0	0	1e-04	0
k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Salinispira	9.3119	0.0254	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Sideroxydans	9.2837	0.0257	0.206	1	1e-04	0	0	0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__;g__	9.2564	0.0261	0.206	1	0.0055	0.0022	0.0077	0.0029
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	9.2564	0.0261	0.206	1	0.0215	0.0888	0.0259	0.0608
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces	9.186	0.0269	0.206	1	0	0	4e-04	1e-04
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter	9.1538	0.0273	0.206	1	0.0102	0.0374	0.0061	0.0165
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium	9.0702	0.0284	0.206	1	0	0	6e-04	0
k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__	9.0604	0.0285	0.206	1	0	0	3e-04	0
k__Bacteria;p__Aerophobetes;c__;o__;f__;g__	9.0513	0.0286	0.206	1	3e-04	1e-04	6e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__	9.0513	0.0286	0.206	1	2e-04	3e-04	5e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Myxococcus	8.9801	0.0296	0.206	1	0	4e-04	0	2e-04
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiales Incertae Sedis;g__Aciditerrimonas	8.9487	0.03	0.206	1	1e-04	0	1e-04	0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__;g__	8.9487	0.03	0.206	1	0.0018	0.0012	7e-04	9e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia	8.9487	0.03	0.206	1	0.0091	0.0458	0.0067	0.0363
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;Other	8.9287	0.0303	0.206	1	0	2e-04	0	1e-04
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Marine Group II;g__	8.8974	0.0307	0.206	1	0.0028	3e-04	0.0014	0.0011
k__Archaea;p__Thaumarchaeota;c__Soil Crenarchaeotic Group(SCG);o__;f__;g__	8.8974	0.0307	0.206	1	2e-04	7e-04	0.0029	9e-04
k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__	8.8974	0.0307	0.206	1	0.0026	0.0016	0.0039	0.0023
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__	8.8974	0.0307	0.206	1	9e-04	6e-04	3e-04	6e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__alphaI cluster;Other	8.8974	0.0307	0.206	1	3e-04	5e-04	0	5e-04
k__Bacteria;p__TM6;c__;o__;f__;g__	8.8974	0.0307	0.206	1	0.0013	7e-04	2e-04	5e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rudaea	8.8676	0.0311	0.206	1	6e-04	0.002	0	0.0017
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Sediminibacterium	8.8156	0.0318	0.206	1	8e-04	0.0011	0	3e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Frigoribacterium	8.808	0.032	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Williamsia	8.7681	0.0325	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Salinispora	8.7681	0.0325	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__1013-28-CG33;f__;g__	8.7681	0.0325	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Mizugakiibacter	8.7681	0.0325	0.206	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 4;f__Unknown Family;g__Blastocatella	8.7436	0.0329	0.206	1	0.0026	0.0057	0.0198	0.0051
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;Other	8.7436	0.0329	0.206	1	8e-04	4e-04	0	4e-04
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__	8.7436	0.0329	0.206	1	0.0111	0.002	0.0153	0.003
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavitalea	8.7436	0.0329	0.206	1	3e-04	0.0012	0.0022	0.0011
k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__	8.7436	0.0329	0.206	1	0.0017	9e-04	0.0032	9e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__	8.7436	0.0329	0.206	1	0	0	6e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__JG37-AG-20;g__	8.7436	0.0329	0.206	1	0.0032	0.001	0	0.003
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Plot4-2H12;g__	8.7436	0.0329	0.206	1	4e-04	2e-04	4e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Caenimonas	8.7436	0.0329	0.206	1	0.001	0.0024	0.0025	0.0015
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Leeia	8.7415	0.0329	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Hydrotalea	8.7283	0.0331	0.206	1	4e-04	0	0	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rhodanobacter	8.7228	0.0332	0.206	1	0.0037	0.0094	0	0.0093
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__YNPFFP1;Other	8.6923	0.0337	0.206	1	1e-04	0	2e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Dongia	8.6923	0.0337	0.206	1	0.0016	8e-04	1e-04	0.0015
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillales Incertae Sedis;g__Reyranella	8.6923	0.0337	0.206	1	0.0034	0.0051	9e-04	0.005
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter	8.6923	0.0337	0.206	1	0.0011	4e-04	0.0027	3e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella	8.6923	0.0337	0.206	1	2e-04	7e-04	0	6e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__	8.6923	0.0337	0.206	1	5e-04	2e-04	0.0017	2e-04
k__Bacteria;p__SM2F11;c__;o__;f__;g__	8.6923	0.0337	0.206	1	0.0024	0.001	2e-04	0.001
k__Bacteria;p__WCHB1-60;c__;o__;f__;g__	8.6923	0.0337	0.206	1	0.0055	0.004	0.0013	0.0043
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__BCf3-20;g__	8.6713	0.034	0.206	1	0	1e-04	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Nannocystis	8.6713	0.034	0.206	1	0	0	1e-04	1e-04
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	8.6596	0.0342	0.206	1	4e-04	0	1e-04	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	8.6585	0.0342	0.206	1	0	4e-04	0	4e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinocorallia	8.641	0.0345	0.206	1	1e-04	2e-04	0	6e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter	8.641	0.0345	0.206	1	2e-04	1e-04	0	1e-04
