OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Bacteria;p__Chloroflexi;c__Elev-1554;o__;f__;g__	7.4113	0.0599	0.206	1	1e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__7B-8;g__	7.4113	0.0599	0.206	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium	7.3077	0.0627	0.206	1	1e-04	0	9e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lentzea	7.3077	0.0627	0.206	1	5e-04	3e-04	0.0043	6e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	7.3077	0.0627	0.206	1	4e-04	4e-04	0.0011	2e-04
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Ohtaekwangia	7.3077	0.0627	0.206	1	8e-04	1e-04	0.001	3e-04
k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea	7.3077	0.0627	0.206	1	0	0	4e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__1959-1;g__	7.3077	0.0627	0.206	1	2e-04	2e-04	0	1e-04
k__Bacteria;p__Chloroflexi;c__P2-11E;o__;f__;g__	7.3077	0.0627	0.206	1	1e-04	1e-04	0.0014	1e-04
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__AKYG1722;f__;g__	7.3077	0.0627	0.206	1	1e-04	1e-04	0.0016	1e-04
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21;g__	7.3077	0.0627	0.206	1	0.002	0.0016	0.0121	0.0017
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Inquilinus	7.3077	0.0627	0.206	1	5e-04	2e-04	0	3e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Sphaerotilus	7.3077	0.0627	0.206	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__mle1-27;g__	7.3077	0.0627	0.206	1	0.0015	0.0021	5e-04	0.0012
k__Archaea;p__Thaumarchaeota;c__terrestrial group;o__;f__;g__	7.3073	0.0627	0.206	1	1e-04	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Kutzneria	7.3073	0.0627	0.206	1	8e-04	4e-04	0	5e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;Other;Other;Other	7.3073	0.0627	0.206	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__G12-WMSP1;g__	7.3073	0.0627	0.206	1	6e-04	5e-04	0	6e-04
k__Bacteria;p__Proteobacteria;c__SPOTSOCT00m83;o__;f__;g__	7.3073	0.0627	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalicibacterium	7.2536	0.0642	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__hgcI clade	7.2377	0.0647	0.206	1	0	1e-04	0	2e-04
k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__BSV26;g__	7.2377	0.0647	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea	7.2377	0.0647	0.206	1	2e-04	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas	7.2377	0.0647	0.206	1	7e-04	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Singulisphaera	7.2304	0.0649	0.206	1	0	0	0	1e-04
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__	7.2304	0.0649	0.206	1	0	0	0.0015	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;Other;Other	7.2051	0.0656	0.206	1	6e-04	4e-04	1e-04	5e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;Other	7.2051	0.0656	0.206	1	8e-04	0.0015	4e-04	0.0012
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium	7.2051	0.0656	0.206	1	3e-04	4e-04	2e-04	6e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	7.2051	0.0656	0.206	1	0.0074	0.0043	0.0022	0.0051
k__Bacteria;p__Chloroflexi;c__JG37-AG-4;o__;f__;g__	7.2051	0.0656	0.206	1	0.0667	0.0506	0	0.0727
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium	7.2051	0.0656	0.206	1	0	0	3e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Defluviicoccus	7.2051	0.0656	0.206	1	4e-04	1e-04	2e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__JG34-KF-161;g__	7.2051	0.0656	0.206	1	0	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Aquabacterium	7.2051	0.0656	0.206	1	1e-04	3e-04	0	4e-04
k__Archaea;p__Thaumarchaeota;c__South African Gold Mine Gp 1(SAGMCG-1);o__Unknown Order;f__Unknown Family;g__Candidatus Nitrosotalea	7.1955	0.0659	0.206	1	1e-04	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Promicromonospora	7.1955	0.0659	0.206	1	0	0	3e-04	0
k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__;f__;g__	7.1955	0.0659	0.206	1	0	0	8e-04	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Shimazuella	7.1955	0.0659	0.206	1	0	0	1e-04	0
k__Bacteria;p__Spirochaetae;c__Spirochaetes;o__Spirochaetales;f__Leptospiraceae;g__Turneriella	7.1955	0.0659	0.206	1	0	0	1e-04	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XVIII;g__	7.1739	0.0666	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__FFCH16767;g__	7.158	0.067	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosomonas	7.1513	0.0672	0.206	1	0	0	3e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Chitinimonas	7.1473	0.0673	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiales Incertae Sedis;g__Candidatus Captivus	7.1026	0.0687	0.206	1	0	1e-04	1e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum	7.1026	0.0687	0.206	1	3e-04	0.001	0.0011	6e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__	7.1026	0.0687	0.206	1	4e-04	0.0012	0.0038	5e-04
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Crocinitomix	7.0852	0.0692	0.206	1	0	0	2e-04	0
k__Bacteria;p__Chloroflexi;Other;Other;Other;Other	7.0852	0.0692	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Roseateles	7.0852	0.0692	0.206	1	1e-04	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;Other	7.076	0.0695	0.206	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 18;f__;g__	7.0513	0.0703	0.206	1	0	0	0.0011	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 6;f__;g__	7.0513	0.0703	0.206	1	0.0245	0.0182	0.0965	0.0191
k__Bacteria;p__Actinobacteria;c__TakashiAC-B11;o__;f__;g__	7.0513	0.0703	0.206	1	0	1e-04	0.0085	1e-04
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Terrimonas	7.0513	0.0703	0.206	1	0.0017	0.0014	0.0054	0.0019
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__BD2-11 terrestrial group;f__;g__	7.0513	0.0703	0.206	1	0	0	7e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Solimonadaceae;g__Solimonas	7.0012	0.0719	0.206	1	1e-04	0	0	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Acidobacterium	6.9953	0.072	0.206	1	2e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;Other	6.9953	0.072	0.206	1	1e-04	3e-04	0	2e-04
k__Bacteria;p__Bacteroidetes;c__Bacteroidetes VC2.1 Bac22;o__;f__;g__	6.986	0.0723	0.206	1	0	0	4e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__	6.9602	0.0732	0.206	1	2e-04	0	3e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1;f__;g__	6.9433	0.0737	0.206	1	5e-04	6e-04	0	4e-04
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__ABS-19;Other	6.9389	0.0739	0.206	1	1e-04	0	0	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	6.9389	0.0739	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Albidiferax	6.9348	0.074	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus	6.9216	0.0744	0.206	1	2e-04	1e-04	0	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;Other	6.8974	0.0752	0.206	1	0.0054	0.0071	6e-04	0.006
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Elev-16S-1332;g__	6.8974	0.0752	0.206	1	0	0	1e-04	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Chryseolinea	6.8974	0.0752	0.206	1	3e-04	5e-04	0.0015	6e-04
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__KD3-93;g__	6.8974	0.0752	0.206	1	1e-04	0	0.0011	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__	6.8974	0.0752	0.206	1	2e-04	4e-04	0.0055	2e-04
k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__OPB56;g__	6.8974	0.0752	0.206	1	0.0018	0.0014	0.0041	0.0018
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134 terrestrial group;f__;g__	6.8974	0.0752	0.206	1	0	1e-04	0.0019	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other	6.8974	0.0752	0.206	1	2e-04	2e-04	1e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__alphaI cluster;g__	6.8974	0.0752	0.206	1	3e-04	2e-04	0	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Ellin6055;g__	6.8974	0.0752	0.206	1	6e-04	7e-04	0.0022	5e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium	6.8974	0.0752	0.206	1	0.0013	2e-04	2e-04	4e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia	6.8974	0.0752	0.206	1	0.0011	0.001	2e-04	0.0023
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Methylibium	6.8974	0.0752	0.206	1	0	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27 clade	6.8974	0.0752	0.206	1	1e-04	1e-04	5e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;Other;Other	6.8974	0.0752	0.206	1	9e-04	8e-04	1e-04	9e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Cellvibrio	6.8974	0.0752	0.206	1	6e-04	2e-04	5e-04	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;Other	6.8974	0.0752	0.206	1	1e-04	2e-04	3e-04	2e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Panacagrimonas	6.8974	0.0752	0.206	1	3e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas	6.8913	0.0754	0.206	1	0	0	1e-04	1e-04
k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__;g__	6.8684	0.0762	0.206	1	0	0	2e-04	0
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__	6.8462	0.077	0.206	1	0.0475	0.0371	7e-04	0.0377
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora	6.8462	0.077	0.206	1	0.001	0.0011	1e-04	0.0011
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter	6.8462	0.077	0.206	1	0.0014	0.001	3e-04	0.0013
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__	6.8462	0.077	0.206	1	0.0025	0.0031	0.0068	0.0031
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__	6.8462	0.077	0.206	1	1e-04	1e-04	7e-04	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae;Other	6.8462	0.077	0.206	1	1e-04	2e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;Other	6.8462	0.077	0.206	1	1e-04	1e-04	0	2e-04
k__Bacteria;p__Cyanobacteria;c__Cyanobacteria;o__SubsectionIV;f__FamilyI;Other	6.8285	0.0776	0.206	1	7e-04	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__PeM15;f__;g__	6.8152	0.078	0.206	1	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea	6.7949	0.0787	0.206	1	2e-04	9e-04	4e-04	0.001
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Granulicella	6.7872	0.079	0.206	1	0.0013	0.0015	0	0.0015
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__BacC-u-018;g__	6.7872	0.079	0.206	1	8e-04	6e-04	0	0.0011
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__FCPS473;g__	6.7872	0.079	0.206	1	0.0033	0.0026	0	0.0029
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;Other	6.7544	0.0802	0.206	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__	6.698	0.0822	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Clostridium sensu stricto 3	6.698	0.0822	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__	6.6923	0.0824	0.206	1	1e-04	1e-04	3e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;Other	6.6923	0.0824	0.206	1	0	0	1e-04	1e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella	6.6923	0.0824	0.206	1	0.001	8e-04	0.0046	8e-04
k__Bacteria;p__Latescibacteria;c__;o__;f__;g__	6.6923	0.0824	0.206	1	6e-04	2e-04	0.004	2e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia	6.6923	0.0824	0.206	1	0	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Rhizomicrobium	6.6923	0.0824	0.206	1	0.011	0.0102	3e-04	0.0119
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	6.6923	0.0824	0.206	1	0	0	1e-04	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter	6.6923	0.0824	0.206	1	0.0019	0.0035	0.0042	0.0029
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Anaeromyxobacter	6.6923	0.0824	0.206	1	0.0014	0.0012	1e-04	0.0011
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__KD3-10;g__	6.6923	0.0824	0.206	1	3e-04	5e-04	1e-04	5e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Bryocella	6.6832	0.0827	0.206	1	8e-04	7e-04	0	5e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Candidatus Koribacter	6.6832	0.0827	0.206	1	0.002	0.0021	0	0.0024
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Catenulisporales;f__Catenulisporaceae;g__Catenulispora	6.6832	0.0827	0.206	1	0.0015	0.0012	0	0.0012
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora	6.6832	0.0827	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;Other	6.6832	0.0827	0.206	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;Other;Other	6.6832	0.0827	0.206	1	1e-04	1e-04	0	1e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas	6.6515	0.0839	0.206	1	0	0	5e-04	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__	6.6129	0.0853	0.206	1	0.001	0.0012	0	9e-04
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella	6.6129	0.0853	0.206	1	0.0011	0.0022	0	0.0022
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus	6.5897	0.0862	0.206	1	3e-04	4e-04	0.0016	3e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Terrabacter	6.5897	0.0862	0.206	1	8e-04	8e-04	0	8e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leifsonia	6.5897	0.0862	0.206	1	4e-04	4e-04	0	5e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes	6.5897	0.0862	0.206	1	5e-04	5e-04	1e-04	4e-04
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura	6.5897	0.0862	0.206	1	2e-04	6e-04	1e-04	5e-04
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__	6.5897	0.0862	0.206	1	0.0235	0.023	0.0081	0.0238
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas	6.5897	0.0862	0.206	1	0.0034	0.0033	7e-04	0.003
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira	6.5897	0.0862	0.206	1	0.004	0.0042	0.012	0.0046
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__MNG7;g__	6.5897	0.0862	0.206	1	4e-04	5e-04	0.0051	4e-04
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Bauldia	6.5897	0.0862	0.206	1	4e-04	2e-04	4e-04	3e-04
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium	6.5897	0.0862	0.206	1	1e-04	4e-04	4e-04	5e-04
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Phaselicystidaceae;g__Phaselicystis	6.5897	0.0862	0.206	1	8e-04	3e-04	4e-04	4e-04
k__Bacteria;p__SHA-109;c__;o__;f__;g__	6.5897	0.0862	0.206	1	5e-04	4e-04	0.0024	6e-04
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Subgroup 19;f__;g__	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;Other;Other	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__ABS-19;g__Acidobacteria bacterium WY67	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup 10;f__NS72;g__	6.5455	0.0879	0.206	1	0	0	1e-04	0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;Other	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Aquipuribacter	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Lapillicoccus	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Candidatus Aquiluna	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinoalloteichus	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__S1-80;g__	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Nibribacter	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__LiUU-11-161;g__	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__S15-21;g__	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Candidate division SR1;c__;o__;f__;g__	6.5455	0.0879	0.206	1	0	0	1e-04	0
k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus Metachlamydia	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexales Incertae Sedis;g__Candidatus Chlorothrix	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Halobacillus	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Ammoniibacillus	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Fontibacillus	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Chungangia	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Clostridium sensu stricto 5	6.5455	0.0879	0.206	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus	6.5455	0.0879	0.206	1	0	0	0	0
