#OTU ID	CK	JXBR16	RW37	R37J16	taxonomy
New.CleanUp.ReferenceOTU94823	0	0	4	0	k__Plantae; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU1841	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; s__Clonostachys_rosea
New.CleanUp.ReferenceOTU1845	0	0	0	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Clonostachys; s__Clonostachys_rosea
New.CleanUp.ReferenceOTU173942	2	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__; g__; s__
New.CleanUp.ReferenceOTU69292	0	0	0	2	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Massariosphaeria; s__
New.CleanUp.ReferenceOTU69299	0	0	1	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU44893	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__inulosum
New.CleanUp.ReferenceOTU44894	3	0	0	3	k__Plantae; p__Chlorophyta; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU228048	0	3	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Pyrenochaetopsis; s__Pyrenochaetopsis_leptospora
New.CleanUp.ReferenceOTU228043	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU184396	1	3	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU9458	0	0	0	3	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ciliophora; s__
New.CleanUp.ReferenceOTU923	0	0	13	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU922	0	0	0	5	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiomycetes_ord_Incertae_sedis; f__Microsporomycetaceae; g__Microsporomyces; s__Microsporomyces_orientalis
New.CleanUp.ReferenceOTU921	0	0	5	0	k__Plantae; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU920	0	0	3	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU927	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Halosphaeriaceae; g__Remispora; s__Remispora_stellata
New.CleanUp.ReferenceOTU926	0	6	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__; f__; g__; s__
New.CleanUp.ReferenceOTU925	0	3	1	1	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU181412	1	1	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__Geastraceae; g__Sphaerobolus; s__
New.CleanUp.ReferenceOTU60153	4	2	4	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__; s__
New.CleanUp.ReferenceOTU224019	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU60155	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__; g__; s__
New.CleanUp.ReferenceOTU74094	9	12	6	0	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU17452	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU126862	0	0	1	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Junewangia; s__Junewangia_lamma
New.CleanUp.ReferenceOTU56365	0	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU199211	2	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__; g__; s__
New.CleanUp.ReferenceOTU199216	4	0	0	0	No blast hit
New.CleanUp.ReferenceOTU242325	0	2	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__Geastraceae; g__Sphaerobolus; s__
New.CleanUp.ReferenceOTU208975	1	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU91312	0	2	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__Geastraceae; g__Sphaerobolus; s__
New.CleanUp.ReferenceOTU114789	0	1	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU187838	3	0	0	0	k__Plantae; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU60087	1	0	1	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_laeve
New.CleanUp.ReferenceOTU170160	0	3	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_niger
New.CleanUp.ReferenceOTU150052	4	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU237777	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU61755	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU62228	0	0	0	1	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU1624	0	0	0	1	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU69787	0	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae; g__Helicosporium; s__
New.CleanUp.ReferenceOTU171691	2	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU171698	3	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU143793	4	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU26313	0	2	0	4	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ochroconis; s__Ochroconis_robusta
New.CleanUp.ReferenceOTU274430	0	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_globosum
New.CleanUp.ReferenceOTU163873	3	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU163871	1	1	0	0	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ciliophora; s__
New.CleanUp.ReferenceOTU96796	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__; s__
New.CleanUp.ReferenceOTU178546	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Purpureocillium; s__Purpureocillium_lilacinum
New.CleanUp.ReferenceOTU83670	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Schizothecium; s__Schizothecium_miniglutinans
New.CleanUp.ReferenceOTU200067	2	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Arrhenia; s__Arrhenia_acerosa
New.CleanUp.ReferenceOTU92335	0	0	1	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU116039	4	0	0	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU116035	1	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU267991	0	2	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU43433	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU39246	2	1	0	0	k__Fungi; p__Zygomycota; c__Mucoromycotina_cls_Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Gongronella; s__Gongronella_butleri
New.CleanUp.ReferenceOTU47226	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_polonicum
New.CleanUp.ReferenceOTU175852	2	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__Talaromyces_aculeatus
New.CleanUp.ReferenceOTU287503	0	1	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU95533	0	0	2	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Exserohilum; s__Exserohilum_rostratum
New.CleanUp.ReferenceOTU59381	1	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU59380	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_rolfsii
New.CleanUp.ReferenceOTU8209	0	0	0	1	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ciliophora; s__
New.CleanUp.ReferenceOTU58472	0	0	0	1	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU45487	1	0	0	1	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU45480	0	3	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU45483	0	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__; g__; s__
New.CleanUp.ReferenceOTU45482	0	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Massariosphaeria; s__
New.CleanUp.ReferenceOTU239800	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU239803	0	1	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU142017	0	0	2	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__; s__
New.CleanUp.ReferenceOTU97433	0	0	2	0	k__; p__; c__; o__; f__; g__
New.CleanUp.ReferenceOTU97430	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU183642	3	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU57712	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_polonicum
New.CleanUp.ReferenceOTU51505	0	0	0	1	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU1811	0	0	0	2	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU117996	0	3	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_ochraceus
New.CleanUp.ReferenceOTU145690	4	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__Talaromyces_aculeatus
New.CleanUp.ReferenceOTU145698	3	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__; s__
New.CleanUp.ReferenceOTU143669	3	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU143661	3	0	0	0	k__Plantae; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU143663	4	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Leucoagaricus; s__Leucoagaricus_cinerascens
New.CleanUp.ReferenceOTU69084	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__; s__
New.CleanUp.ReferenceOTU203754	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU190498	1	0	0	0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora; s__Diversispora_peridiata
New.CleanUp.ReferenceOTU50907	0	0	0	3	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU139000	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU50904	0	0	0	1	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__; g__; s__
New.CleanUp.ReferenceOTU116137	0	3	0	2	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU179963	16	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU76183	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Schizothecium; s__Schizothecium_miniglutinans
New.CleanUp.ReferenceOTU82638	0	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU71603	0	0	1	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU70553	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU31409	0	2	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Lecythophora; s__Lecythophora_fasciculata
New.CleanUp.ReferenceOTU78388	0	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU99795	0	0	0	2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetidae_ord_Incertae_sedis; f__Annulatascaceae; g__Conlarium; s__
New.CleanUp.ReferenceOTU146015	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU146016	5	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__; s__
New.CleanUp.ReferenceOTU61497	0	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__; s__
New.CleanUp.ReferenceOTU64511	0	0	0	2	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__Serendipita; s__
New.CleanUp.ReferenceOTU98048	0	1	1	1	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_angusta
New.CleanUp.ReferenceOTU89725	0	0	1	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU203946	2	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU97985	4	0	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU5655	0	0	0	2	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ciliophora; s__
New.CleanUp.ReferenceOTU51357	0	1	1	2	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Scolecobasidium; s__
New.CleanUp.ReferenceOTU6305	0	0	0	2	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ciliophora; s__
New.CleanUp.ReferenceOTU140668	0	0	1	1	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU32807	0	0	0	4	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__; g__; s__
New.CleanUp.ReferenceOTU59264	1	0	2	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_globosum
New.CleanUp.ReferenceOTU59262	1	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinales_Group_B; g__; s__Sebacinales_Group_
New.CleanUp.ReferenceOTU59263	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__; g__; s__
New.CleanUp.ReferenceOTU143317	2	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__; g__; s__
New.CleanUp.ReferenceOTU67707	1	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU139793	3	1	2	0	k__Fungi; p__Chytridiomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU50376	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Coniophoraceae; g__Coniophora; s__Coniophora_eremophila
New.CleanUp.ReferenceOTU83941	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Ilyonectria; s__Ilyonectria_destructans
New.CleanUp.ReferenceOTU275152	0	2	0	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU54345	0	0	2	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU71372	0	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__
New.CleanUp.ReferenceOTU51646	0	0	0	0	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU71376	0	0	0	2	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Coniophoraceae; g__Coniophora; s__Coniophora_eremophila
New.CleanUp.ReferenceOTU133309	0	1	1	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU133301	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_asperum
New.CleanUp.ReferenceOTU154791	1	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU89625	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU42870	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU42876	1	0	0	3	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_oxysporum
New.CleanUp.ReferenceOTU28410	0	0	0	1	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU65950	0	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU65953	0	0	0	2	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__
New.CleanUp.ReferenceOTU77138	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_polonicum
New.CleanUp.ReferenceOTU20886	1	0	0	1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__; g__; s__
New.CleanUp.ReferenceOTU2091	0	3	0	3	k__Protista; p__Ciliophora; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU248369	0	1	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU73168	0	0	5	0	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU3328	0	1	0	1	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae; g__Myxocephala; s__Myxocephala_albida
New.CleanUp.ReferenceOTU3320	4	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU159346	2	0	0	0	k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__
New.CleanUp.ReferenceOTU50925	0	0	0	1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_pauxilla
New.CleanUp.ReferenceOTU207151	1	1	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU230553	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU64499	0	0	2	1	k__Fungi; p__Ascomycota; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU214211	0	2	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_abidjanum
New.CleanUp.ReferenceOTU121285	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU12218	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_piperis
New.CleanUp.ReferenceOTU4673	0	0	0	8	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Ciliophora; s__
New.CleanUp.ReferenceOTU4670	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU17193	0	0	0	1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__
New.CleanUp.ReferenceOTU88357	1	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__; s__
New.CleanUp.ReferenceOTU88354	2	0	1	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__
New.CleanUp.ReferenceOTU176958	2	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Zopfiella; s__
New.CleanUp.ReferenceOTU155311	3	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
New.CleanUp.ReferenceOTU50385	1	0	0	1	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Purpureocillium; s__Purpureocillium_lilacinum
New.CleanUp.ReferenceOTU58006	0	0	0	1	k__Fungi; p__; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU251628	0	1	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__; g__; s__
New.CleanUp.ReferenceOTU85542	0	0	2	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__
