Class	CK	CK	CK	JXBR16	JXBR16	JXBR16	RW37	RW37	RW37	R37J16	R37J16	R37J16
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium	0.0288184979791334	0.00584677419354839	0.0224134027620557	0.0152211190380422	0.04297158637765	0.00870920687584018	0.0272888954759346	0.0291982491726273	0.406114723113676	0.0269521142048594	0.0547833197056419	0.01304366985414
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_coeruleum	0	0	0	0	0	0	0	0	5.5427149326283e-05	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_delphinoides	0	2.24014336917563e-05	0	0	0	0	0	0	0.000216165882372504	5.81491137105919e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_keratoplasticum	0.000526365259892847	0.000336021505376344	0.000365719858588321	0.000529246141795626	0.0011903486531205	0	0.00216754974248768	0.00270453008789723	0.134272269242921	0.000649331769768276	0.00088055852569344	0.00033784280027615
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_oxysporum	0.0279349562928847	0.00526433691756272	0.0218212848957699	0.0140779473717637	0.0409598971538764	0.00860910104968109	0.0236948386379636	0.0252660047685136	0.0135297671505457	0.0257019082600817	0.052883829171646	0.0125001836102175
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_polyphialidicum	0	0	0	0	0	0	0.000222312794101301	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_proliferatum	0.000244383870664536	0.000134408602150538	3.48304627226973e-05	8.46793826873002e-05	7.14209191872299e-05	0	0.000314943124976842	5.33788833137611e-05	0.000460045339408149	0.000155064303228245	3.77382225297189e-05	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_pseudensiforme	0	0	0	0	5.9517432656025e-05	0	0	0	1.10854298652566e-05	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_rectiphorum	0	0	0	0	0	0	0	0	1.10854298652566e-05	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium|s__Fusarium_solani	0	0	0	0	0	0	0	0	0.000105311583719938	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Gibberella	0	2.24014336917563e-05	0	0	0	0	1.85260661751084e-05	0.00017792961104587	9.42261538546811e-05	3.87660758070612e-05	6.28970375495314e-05	0.000190954626243041
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Gibberella|s__Gibberella_avenacea	0	0	0	0	0	0	0	0	0	0	5.03176300396251e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Gibberella|s__Gibberella_fujikuroi	0	2.24014336917563e-05	0	0	0	0	0	0	9.42261538546811e-05	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Gibberella|s__Gibberella_tricincta	0	0	0	0	0	0	1.85260661751084e-05	0.00017792961104587	0	3.87660758070612e-05	0	0.00017626580883973
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Gibberella|s__Gibberella_zeae	0	0	0	0	0	0	0	0	0	0	1.25794075099063e-05	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Gliocladiopsis	0	0	0	4.23396913436501e-05	3.5710459593615e-05	1.43008323084404e-05	3.70521323502168e-05	5.33788833137611e-05	0	5.81491137105919e-05	0.000138373482608969	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Gliocladiopsis|s__Gliocladiopsis_curvata	0	0	0	4.23396913436501e-05	3.5710459593615e-05	1.43008323084404e-05	3.70521323502168e-05	5.33788833137611e-05	0	5.81491137105919e-05	0.000138373482608969	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Nalanthamala	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Nectria	0.00107152927906758	8.96057347670251e-05	0.000174152313613486	0.000105849228359125	0.000130938351843255	0.000371821640019449	0	0.000106757766627522	0	0.000668714807671806	0.00010063526007925	0.000205643443646352
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Nectria|s__Nectria_laetidisca	0	6.72043010752688e-05	0.000174152313613486	0	0	0	0	0.000106757766627522	0	0.000629948731864745	0	8.81329044198651e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Nectria|s__Nectria_rubropeziza	0.00107152927906758	2.24014336917563e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Volutella	0	2.24014336917563e-05	0	0	0	1.43008323084404e-05	0	0	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae	0.00853463671397688	0.00313620071684588	0.016335487016945	0.00362004360988208	0.0057255770215096	0.00108686325544147	0.00968913260958168	0.00382548663748621	0	0.00648362617873099	0.00196238757154538	0.00402473596850717
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Haptocillium	0	0	0	0	0	0	0	0.000124550727732109	0	1.93830379035306e-05	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Haptocillium|s__Haptocillium_balanoides	0	0	0	0	0	0	0	0	0	1.93830379035306e-05	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Haptocillium|s__Haptocillium_campanulatum	0	0	0	0	0	0	0	0.000124550727732109	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Ophiocordyceps	0	0	0	0	0	0	0	0	0	0	0	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Ophiocordyceps|s__Ophiocordyceps_pseudolloydii	0	0	0	0	0	0	0	0	0	0	0	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Purpureocillium	0.00853463671397688	0.00311379928315412	0.0075582104108253	0.00351419438152296	0.00543989334476068	0.00104396075851615	0.00944829374930527	0.00345183445428988	0	0.00638671098921334	0.00166048179130763	0.00384847015966745
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Purpureocillium|s__Purpureocillium_lilacinum	0.00853463671397688	0.00311379928315412	0.0075582104108253	0.00351419438152296	0.00543989334476068	0.00104396075851615	0.00944829374930527	0.00345183445428988	0	0.00638671098921334	0.00166048179130763	0.00384847015966745
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Tolypocladium	0	2.24014336917563e-05	0.00877727660611971	2.11698456718251e-05	2.380697306241e-05	0	7.41042647004335e-05	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreomycetidae_ord_Incertae_sedis	0.000526365259892847	0.000380824372759857	0.000348304627226973	0.000719774752842052	0.00019045578449928	0.000672139118496696	7.41042647004335e-05	3.5585922209174e-05	0	0.000116298227421184	7.54764450594377e-05	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreomycetidae_ord_Incertae_sedis|f__Plectosphaerellaceae	0.000526365259892847	0.000380824372759857	0.000348304627226973	0.000719774752842052	0.00019045578449928	0.000672139118496696	7.41042647004335e-05	3.5585922209174e-05	0	0.000116298227421184	7.54764450594377e-05	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreomycetidae_ord_Incertae_sedis|f__Plectosphaerellaceae|g__Verticillium	0.000469968982047185	0.0003584229390681	0.000296058933142927	0.000719774752842052	0.00019045578449928	0.000672139118496696	7.41042647004335e-05	3.5585922209174e-05	0	0.000106606708469418	7.54764450594377e-05	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreomycetidae_ord_Incertae_sedis|f__Plectosphaerellaceae|g__Verticillium|s__Verticillium_albo-atrum	3.75975185637748e-05	0	5.22456940840459e-05	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreomycetidae_ord_Incertae_sedis|f__Plectosphaerellaceae|g__Verticillium|s__Verticillium_leptobactrum	0.000375975185637748	0.000313620071684588	0.000243813239058881	0.000719774752842052	0.00019045578449928	0.000672139118496696	7.41042647004335e-05	3.5585922209174e-05	0	0.000106606708469418	7.54764450594377e-05	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreomycetidae_ord_Incertae_sedis|f__Plectosphaerellaceae|g__Verticillium|s__Verticillium_pseudohemipterigenum	5.63962778456622e-05	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Lulworthiales	0.000150390074255099	0	3.48304627226973e-05	0	0	0	1.85260661751084e-05	5.33788833137611e-05	0	1.93830379035306e-05	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Lulworthiales|f__Lulworthiaceae	0.000150390074255099	0	3.48304627226973e-05	0	0	0	1.85260661751084e-05	5.33788833137611e-05	0	1.93830379035306e-05	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Lulworthiales|f__Lulworthiaceae|g__Lindra	0.000150390074255099	0	3.48304627226973e-05	0	0	0	1.85260661751084e-05	5.33788833137611e-05	0	1.93830379035306e-05	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Lulworthiales|f__Lulworthiaceae|g__Lindra|s__Lindra_thalassiae	0.000150390074255099	0	3.48304627226973e-05	0	0	0	1.85260661751084e-05	5.33788833137611e-05	0	1.93830379035306e-05	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales	0.00171068709465175	0.000448028673835126	0.000592117866285854	0.000486906450451976	0.00052375340737302	0.000357520807711009	0.000500203786727926	0.00126330023842568	0	0.0014246532859095	0.000125794075099063	0.000279087530662906
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae	0.00171068709465175	0.000448028673835126	0.000592117866285854	0.000317547685077376	0.000392815055529765	0.000343219975402568	0.000426099522027493	0.000587167716451372	0	0.000891619743562409	0.000113214667589157	0.000249709895856285
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Budhanggurabania	0	0	0	6.35095370154752e-05	0	0	5.55781985253251e-05	1.7792961104587e-05	0	0	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Budhanggurabania|s__Budhanggurabania_cynodonticola	0	0	0	6.35095370154752e-05	0	0	5.55781985253251e-05	1.7792961104587e-05	0	0	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Magnaporthiopsis	0	0	0	0	0.00016664881143687	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Magnaporthiopsis|s__Magnaporthiopsis_incrustans	0	0	0	0	0.00016664881143687	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Mycoleptodiscus	0	0	0	2.11698456718251e-05	1.1903486531205e-05	0.000143008323084404	0	0.000284687377673392	0	0	3.77382225297189e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Pseudophialophora	0.00161669329824232	0.000291218637992832	0.000592117866285854	0.000232868302390076	0.00021426275756169	0.000185910820009725	0.000370521323502168	0.000284687377673392	0	0.000891619743562409	6.28970375495314e-05	0.000249709895856285
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Pseudophialophora|s__Pseudophialophora_magnispora	0.00161669329824232	0.000246415770609319	0.000574702634924505	0.000232868302390076	0.00021426275756169	0.000185910820009725	0.000333469191151951	0.000284687377673392	0	0.000823779110900051	6.28970375495314e-05	0.000235021078452974
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Magnaporthaceae|g__Pseudophialophora|s__Pseudophialophora_schizachyrii	0	4.48028673835125e-05	1.74152313613486e-05	0	0	0	3.70521323502168e-05	0	0	6.78406326623572e-05	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae	0	0	0	0.0001693587653746	0.000130938351843255	1.43008323084404e-05	7.41042647004335e-05	0.000676132521974307	0	0.000533033542347092	1.25794075099063e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae|g__Pseudopyricularia	0	0	0	0.0001693587653746	0.000130938351843255	1.43008323084404e-05	7.41042647004335e-05	0.000676132521974307	0	0.000533033542347092	1.25794075099063e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales|f__Pyriculariaceae|g__Pseudopyricularia|s__Pseudopyricularia_higginsii	0	0	0	0.0001693587653746	0.000130938351843255	1.43008323084404e-05	7.41042647004335e-05	0.000676132521974307	0	0.000533033542347092	1.25794075099063e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Melanosporales	0	0	0	0	1.1903486531205e-05	0	5.55781985253251e-05	0	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Melanosporales|f__Ceratostomataceae	0	0	0	0	1.1903486531205e-05	0	5.55781985253251e-05	0	0	9.69151895176531e-06	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales	5.63962778456622e-05	0.000739247311827957	0.00141063374026924	0.00012701907403095	2.380697306241e-05	1.43008323084404e-05	9.26303308755419e-05	0.000160136649941283	0.00413486533974071	0.000251979492745898	7.54764450594377e-05	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Ceratocystidaceae	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Ceratocystidaceae|g__Ceratocystis	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Ceratocystidaceae|g__Ceratocystis|s__Ceratocystis_montium	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae	1.87987592818874e-05	2.24014336917563e-05	0.00135838804618519	2.11698456718251e-05	2.380697306241e-05	1.43008323084404e-05	1.85260661751084e-05	0.000142343688836696	0.00019399502264199	8.72236705658878e-05	6.28970375495314e-05	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Cirrenalia	0	0	0	0	0	0	0	0	0.000182909592776734	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Cirrenalia|s__Cirrenalia_macrocephala	0	0	0	0	0	0	0	0	0.000182909592776734	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Lignincola	0	0	0	0	0	0	0	1.7792961104587e-05	0	0	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Lignincola|s__Lignincola_laevis	0	0	0	0	0	0	0	1.7792961104587e-05	0	0	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Remispora	0	0	0	2.11698456718251e-05	0	0	0	3.5585922209174e-05	1.10854298652566e-05	8.72236705658878e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Remispora|s__Remispora_stellata	0	0	0	2.11698456718251e-05	0	0	0	3.5585922209174e-05	1.10854298652566e-05	8.72236705658878e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Tinhaudeus	0	0	0	0	0	0	0	0	0	0	5.03176300396251e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Halosphaeriaceae|g__Tinhaudeus|s__Tinhaudeus_formosanus	0	0	0	0	0	0	0	0	0	0	5.03176300396251e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae	3.75975185637748e-05	0.000672043010752688	1.74152313613486e-05	6.35095370154752e-05	0	0	5.55781985253251e-05	0	0.00388544316777244	0.000135681265324714	1.25794075099063e-05	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Microascus	0	0	0	0	0	0	0	0	0.0002937638914293	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Microascus|s__Microascus_brevicaulis	0	0	0	0	0	0	0	0	0.0002937638914293	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Scedosporium	3.75975185637748e-05	0.000649641577060932	1.74152313613486e-05	6.35095370154752e-05	0	0	0	0	0	9.69151895176531e-05	1.25794075099063e-05	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Scedosporium|s__Scedosporium_minutisporum	3.75975185637748e-05	0.000649641577060932	1.74152313613486e-05	6.35095370154752e-05	0	0	0	0	0	9.69151895176531e-05	1.25794075099063e-05	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Scopulariopsis	0	2.24014336917563e-05	0	0	0	0	0	0	0.000271593031698787	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Scopulariopsis|s__Scopulariopsis_acremonium	0	2.24014336917563e-05	0	0	0	0	0	0	0.000271593031698787	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Wardomyces	0	0	0	0	0	0	5.55781985253251e-05	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Wardomyces|s__Wardomyces_inflatus	0	0	0	0	0	0	5.55781985253251e-05	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascaceae|g__Wardomycopsis	0	0	0	0	0	0	0	0	0	3.87660758070612e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascales_fam_Incertae_sedis	0	0	3.48304627226973e-05	4.23396913436501e-05	0	0	1.85260661751084e-05	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascales_fam_Incertae_sedis|g__Sphaeronaemella	0	0	3.48304627226973e-05	4.23396913436501e-05	0	0	1.85260661751084e-05	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Microascales_fam_Incertae_sedis|g__Sphaeronaemella|s__Sphaeronaemella_helvellae	0	0	3.48304627226973e-05	4.23396913436501e-05	0	0	1.85260661751084e-05	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales	1.87987592818874e-05	0.000224014336917563	1.74152313613486e-05	0	1.1903486531205e-05	2.86016646168807e-05	0	1.7792961104587e-05	0	0.00016475582218001	6.28970375495314e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae	1.87987592818874e-05	0.000224014336917563	1.74152313613486e-05	0	1.1903486531205e-05	2.86016646168807e-05	0	1.7792961104587e-05	0	0.00016475582218001	6.28970375495314e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Ceratocystiopsis	1.87987592818874e-05	4.48028673835125e-05	1.74152313613486e-05	0	1.1903486531205e-05	1.43008323084404e-05	0	1.7792961104587e-05	0	0.000106606708469418	6.28970375495314e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Ceratocystiopsis|s__Ceratocystiopsis_minuta	1.87987592818874e-05	4.48028673835125e-05	1.74152313613486e-05	0	1.1903486531205e-05	1.43008323084404e-05	0	1.7792961104587e-05	0	0.000106606708469418	6.28970375495314e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Leptographium	0	0	0	0	0	0	0	0	0	3.87660758070612e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Leptographium|s__Leptographium_piriforme	0	0	0	0	0	0	0	0	0	3.87660758070612e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Pesotum	0	0	0	0	0	1.43008323084404e-05	0	0	0	0	0	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Ophiostomatales|f__Ophiostomataceae|g__Sporothrix	0	0.000134408602150538	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	0.0905348247015699	0.0179883512544804	0.0703923651625718	0.0330037894023754	0.043614374650335	0.0168606812916511	0.0483159805846821	0.0825771324863886	0.010021228598192	0.0744308655495566	0.0240895653814706	0.0246772132375622
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Cephalothecaceae	5.63962778456622e-05	0	0	0	2.380697306241e-05	0	0	0	9.42261538546811e-05	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae	0.0423912021806562	0.00990143369175626	0.0600825481966525	0.0248322289730509	0.0386149103072289	0.0142150273145898	0.0424617436733479	0.0623643286715777	0.00992700244433728	0.0551350513165924	0.0150575507893578	0.0137487330894989
