Class	CK	CK	CK	JXBR16	JXBR16	JXBR16	RW37	RW37	RW37	R37J16	R37J16	R37J16
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales	0.000112792555691324	8.96057347670251e-05	0.000452796015395065	8.46793826873002e-05	4.761394612482e-05	0	3.70521323502168e-05	0	0	6.78406326623572e-05	0	0.000161576991436419
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Diaporthaceae	3.75975185637748e-05	8.96057347670251e-05	3.48304627226973e-05	0	1.1903486531205e-05	0	0	0	0	6.78406326623572e-05	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Diaporthaceae|g__Diaporthe	3.75975185637748e-05	8.96057347670251e-05	0	0	1.1903486531205e-05	0	0	0	0	6.78406326623572e-05	0	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Togniniaceae	7.51950371275496e-05	0	0.000417965552672367	0	3.5710459593615e-05	0	3.70521323502168e-05	0	0	0	0	0.000146888174033109
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Togniniaceae|g__Phaeoacremonium	7.51950371275496e-05	0	0.000417965552672367	0	3.5710459593615e-05	0	3.70521323502168e-05	0	0	0	0	0.000146888174033109
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Togniniaceae|g__Phaeoacremonium|s__Phaeoacremonium_hungaricum	0	0	6.96609254453945e-05	0	3.5710459593615e-05	0	3.70521323502168e-05	0	0	0	0	0.000117510539226487
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Valsaceae	0	0	0	8.46793826873002e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Valsaceae|g__Cytospora	0	0	0	8.46793826873002e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Valsaceae|g__Cytospora|s__Cytospora_abyssinica	0	0	0	8.46793826873002e-05	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	0.125350126891625	0.0663530465949819	0.236899392208426	0.0605034189300761	0.116487519194373	0.0513113863226839	0.119419022564749	0.172057933881355	0.717953407938277	0.114728201350997	0.172425938738284	0.0928773924411345
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae	0.018197198984867	0.00378584229390681	0.0044408839971439	0.00501725342422253	0.022414265138259	0.0008151474415811	0.00396457816147319	0.00553361090352657	1.66281447978849e-05	0.00635763643235804	0.0544059374803447	0.0017626580883973
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae|g__Clonostachys	0.0179904126327662	0.00371863799283154	0.0044408839971439	0.00501725342422253	0.0224023616517278	0.0008151474415811	0.00396457816147319	0.00539126721468987	1.66281447978849e-05	0.00499113226015913	0.0543933580728348	0.0017626580883973
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae|g__Clonostachys|s__Clonostachys_rosea	0.0178964188363568	0.00369623655913978	0.0044408839971439	0.00501725342422253	0.0224023616517278	0.0008151474415811	0.00396457816147319	0.00530230240916694	1.66281447978849e-05	0.00481668491902736	0.0543053022202655	0.00174796927099399
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae|g__Mycoarachis	0.000112792555691324	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae|g__Mycoarachis|s__Mycoarachis_inversa	0.000112792555691324	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae|g__Stephanonectria	7.51950371275496e-05	6.72043010752688e-05	0	0	0	0	0	5.33788833137611e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Bionectriaceae|g__Stephanonectria|s__Stephanonectria_keithii	7.51950371275496e-05	6.72043010752688e-05	0	0	0	0	0	5.33788833137611e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae	0.00823385656546668	0.00275537634408602	0.000278643701781578	0.000592755678811101	0.000845147543715554	7.15041615422017e-05	0.000463151654377709	0.000498202910928437	0	0.000319820125408255	0.000465438077866532	0.000822573774585408
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Claviceps	0.000375975185637748	0.00017921146953405	0	4.23396913436501e-05	5.9517432656025e-05	1.43008323084404e-05	3.70521323502168e-05	0.000231308494359631	0	2.90745568552959e-05	0.000301905780237751	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metacordyceps	0	0	0	0.000338717530749201	0.00026187670368651	1.43008323084404e-05	0.000185260661751084	0.00017792961104587	0	8.72236705658878e-05	0.00010063526007925	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metacordyceps|s__Metacordyceps_chlamydosporia	0	0	0	0.000338717530749201	0.00026187670368651	1.43008323084404e-05	0.000185260661751084	0.00017792961104587	0	8.72236705658878e-05	0.00010063526007925	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium	0.00755710123131873	0.00226254480286738	3.48304627226973e-05	4.23396913436501e-05	3.5710459593615e-05	2.86016646168807e-05	5.55781985253251e-05	3.5585922209174e-05	0	0.000155064303228245	5.03176300396251e-05	0.000646307965745678
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium_anisopliae	0	0	0	0	0	1.43008323084404e-05	0	0	0	1.93830379035306e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium_brittlebankisoides	0	0	0	0	3.5710459593615e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium_carneum	0	0	0	0	0	0	3.70521323502168e-05	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium_flavoviride	0.00755710123131873	0.00226254480286738	3.48304627226973e-05	4.23396913436501e-05	0	1.43008323084404e-05	1.85260661751084e-05	3.5585922209174e-05	0	0.000135681265324714	2.51588150198126e-05	0.000646307965745678
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Metarhizium|s__Metarhizium_lepidiotae	0	0	0	0	0	0	0	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Pochonia	0.000300780148510198	8.96057347670251e-05	0.000243813239058881	0.000105849228359125	0.00045233248818579	1.43008323084404e-05	7.41042647004335e-05	5.33788833137611e-05	0	0	1.25794075099063e-05	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Pochonia|s__Pochonia_boninensis	0	0	0	0	0	0	1.85260661751084e-05	0	0	0	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Pochonia|s__Pochonia_bulbillosa	0.000300780148510198	8.96057347670251e-05	0.000243813239058881	0.000105849228359125	0.00045233248818579	1.43008323084404e-05	5.55781985253251e-05	5.33788833137611e-05	0	0	0	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae	0.000733151611993608	0.00145609318996416	0.00076627017989934	0.000529246141795626	0.00038091156899856	0.000572033292337614	0.000370521323502168	0.0652823742927298	0.000792608235365847	0.000436118352829439	0.000276746965217938	0.000190954626243041
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Beauveria	0.000263182629946424	0.000112007168458781	0.00026122847042023	0	0	0	0	0	0	3.87660758070612e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Beauveria|s__Beauveria_felina	0.000206786352100761	0.000112007168458781	0.00026122847042023	0	0	0	0	0	0	3.87660758070612e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Cordyceps	0.000394773944919635	6.72043010752688e-05	0.000296058933142927	0.000148188919702775	0.000107131378780845	8.58049938506421e-05	0.000129682463225759	0.0648909291484289	0	9.69151895176531e-05	0.000113214667589157	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Cordyceps|s__Cordyceps_bassiana	0.000187987592818874	6.72043010752688e-05	0.00012190661952944	0.00012701907403095	0.000107131378780845	8.58049938506421e-05	0.000129682463225759	0.0647307924984876	0	5.81491137105919e-05	6.28970375495314e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Cordyceps|s__Cordyceps_cardinalis	0	0	0	0	0	0	0	0	0	2.90745568552959e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Cordyceps|s__Cordyceps_militaris	0	0	0	0	0	0	0	1.7792961104587e-05	0	9.69151895176531e-06	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Isaria	3.75975185637748e-05	0	0	2.11698456718251e-05	0	0.000471927466178532	0	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Isaria|s__Isaria_cateniannulata	0	0	0	2.11698456718251e-05	0	0.000471927466178532	0	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Isaria|s__Isaria_javanica	3.75975185637748e-05	0	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Lecanicillium	1.87987592818874e-05	0	3.48304627226973e-05	0.00012701907403095	0.000130938351843255	0	0	0	0.000110854298652566	0.000125989746372949	1.25794075099063e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Lecanicillium|s__Lecanicillium_araneicola	0	0	0	0	0	0	0	0	0	7.75321516141225e-05	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Lecanicillium|s__Lecanicillium_fusisporum	0	0	0	0	9.52278922496399e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Lecanicillium|s__Lecanicillium_kalimantanense	0	0	0	6.35095370154752e-05	3.5710459593615e-05	0	0	0	0	4.84575947588266e-05	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Simplicillium	1.87987592818874e-05	0.00127688172043011	0.000174152313613486	0.000232868302390076	0.00014284183837446	1.43008323084404e-05	0.000240838860276409	0.000373652183196327	0.000138567873315707	0.000174447341131776	0.000150952890118875	0.000102821721823176
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Simplicillium|s__Simplicillium_aogashimaense	0	0	0	0	0	0	0	7.11718444183481e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Cordycipitaceae|g__Simplicillium|s__Simplicillium_obclavatum	1.87987592818874e-05	0.00127688172043011	0.000174152313613486	0.000232868302390076	0.00014284183837446	1.43008323084404e-05	0.000240838860276409	0.000302480338777979	0.000138567873315707	0.000174447341131776	0.000150952890118875	0.000102821721823176
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae	0.00949337343735314	0.00432347670250896	0.00646105083506034	0.00397993098630311	0.00471378066635718	0.0263421331121471	0.0146541183445107	0.00368314294864951	0	0.00227750695366485	0.00274231083715957	0.00204174561906021
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Acrostalagmus	0.00197386972459818	0.000828853046594982	0.00137580327754654	2.11698456718251e-05	2.380697306241e-05	5.72033292337614e-05	0.000407573455852384	1.7792961104587e-05	0	7.75321516141225e-05	7.54764450594377e-05	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Acrostalagmus|s__Acrostalagmus_luteoalbus	0.00197386972459818	0.000828853046594982	0.00137580327754654	2.11698456718251e-05	2.380697306241e-05	5.72033292337614e-05	0.000407573455852384	1.7792961104587e-05	0	7.75321516141225e-05	7.54764450594377e-05	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Hypomyces	0.000338377667073973	0.000134408602150538	0	0	1.1903486531205e-05	0	7.41042647004335e-05	0.000124550727732109	0	0.000106606708469418	0.000138373482608969	0.000190954626243041
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma	0.00520725632108281	0.00203853046594982	0.00367461381724456	0.00171475749941783	0.00198788225071123	0.0239538941166376	0.0125421468005484	0.0021885342158642	0	0.00113390771735654	0.00127052015850053	0.000749129687568854
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__Trichoderma_aerugineum	0	0.000515232974910394	3.48304627226973e-05	0	4.761394612482e-05	0	3.70521323502168e-05	0.000373652183196328	0	0	0	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__Trichoderma_asperellum	0.000751950371275496	4.48028673835125e-05	3.48304627226973e-05	0.000211698456718251	3.5710459593615e-05	0	0.00140798102930824	8.89648055229351e-05	0	0	0.000352223410277376	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__Trichoderma_atroviride	0	0	0	4.23396913436501e-05	1.1903486531205e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__Trichoderma_harzianum	7.51950371275496e-05	8.96057347670251e-05	0.000592117866285854	0.000867963672544827	0.00040471854206097	0.00167319738008752	0.00114861610285672	0.00048040994982385	0	0.000339203163311786	0.000465438077866532	8.81329044198652e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__Trichoderma_longibrachiatum	0.000206786352100761	4.48028673835125e-05	0.00256003901011825	8.46793826873002e-05	0.0002380697306241	0.000100105826159082	0.000166734595575975	0.00104978470517063	0	0.000523342023395327	0.000276746965217938	0.000161576991436419
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__Trichoderma_virens	0.000244383870664536	0.000112007168458781	5.22456940840459e-05	4.23396913436501e-05	3.5710459593615e-05	0.000543431627720733	0.00011115639705065	5.33788833137611e-05	0	9.69151895176531e-06	1.25794075099063e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__Trichoderma_viride	0	2.24014336917563e-05	0	0	0	0	1.85260661751084e-05	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma|s__irale	0.00392894068991447	0.00120967741935484	0.000400550321311019	0.000465736604780151	0.00121415562618291	0.0216371592826702	0.00965208047723146	0.000142343688836696	0	0.000261671011697663	0.000163532297628782	0.000425975704696015
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis	0.00879781934392331	0.023073476702509	0.113024851535153	0.00355653407286661	0.00948707876537037	0.00317478477247376	0.0290118196302197	0.0303369986833209	0.0110909725801892	0.0161654536115446	0.0053965658217498	0.057462653681752
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium	0.00488767741329073	0.0169802867383513	0.00555545880427021	0.00120668120329403	0.00902284279065338	0.00255984898321082	0.0259179665789766	0.005213337603644	0.0106752689602421	0.0126668152699573	0.00431473677589786	0.0105318820781739
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_acutatum	0	0	0	0	0	0	0	0	0.00718335855268628	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_alternatum	1.87987592818874e-05	0.000156810035842294	0.000400550321311019	0	3.5710459593615e-05	7.15041615422017e-05	0	0.000195722572150457	0.00337551339397063	0.000125989746372949	0.000150952890118875	0.00120448302707149
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_brunnescens	0	4.48028673835125e-05	0	2.11698456718251e-05	3.5710459593615e-05	2.86016646168807e-05	0	1.7792961104587e-05	0	9.69151895176531e-06	0	4.40664522099326e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_charticola	1.87987592818874e-05	4.48028673835125e-05	0	0.0001693587653746	0.000107131378780845	1.43008323084404e-05	0.00068546444847901	0.00201060460481833	0	0.000203521897987072	5.03176300396251e-05	0.00051410860911588
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_chrysogenum	3.75975185637748e-05	0	0	0	0	0	0	0	0.000116397013585194	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_curvulum	0.000206786352100761	0.000425627240143369	0.00266453039828634	0.000592755678811101	0.00798723946243855	0.00195921402625633	0.0220645448145541	0.000943026938543112	0	0.00108545012259771	0.00337128121265488	0.000719752052762232
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_implicatum	0.00280101513300122	0.00978942652329749	0.00203758206927779	0.000148188919702775	0.000416622028592175	0.000286016646168807	0.00142650709548335	0.000302480338777979	0	0.000281054049601194	3.77382225297189e-05	0.000235021078452974
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_nepalense	0	4.48028673835125e-05	1.74152313613486e-05	0	1.1903486531205e-05	1.43008323084404e-05	0	0	0	9.69151895176531e-06	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_persicinum	0.000469968982047185	2.24014336917563e-05	0	0	0	0	0	0	0	0	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_polychromum	0	0	0	0	0	0	0.00011115639705065	0	0	0.000833470629851817	2.51588150198126e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Acremonium|s__Acremonium_vitellinum	0.000488767741329072	0.000604838709677419	5.22456940840459e-05	4.23396913436501e-05	1.1903486531205e-05	0.000143008323084403	0.00107451183815629	1.7792961104587e-05	0	3.87660758070612e-05	0.000163532297628782	0.000411286887292704
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Escovopsis	0	8.96057347670251e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Geosmithia	0	6.72043010752688e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Ilyonectria	0.000488767741329072	0.000560035842293907	0	0.000105849228359125	0.00011903486531205	8.58049938506421e-05	0.00122272036755715	0.000106757766627522	0	9.69151895176531e-06	0	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Ilyonectria|s__Ilyonectria_destructans	0.000488767741329072	0.000560035842293907	0	0.000105849228359125	0.00011903486531205	8.58049938506421e-05	0.00122272036755715	0.000106757766627522	0	9.69151895176531e-06	0	7.34440870165543e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Myrothecium	0.00221825359526271	0.00217293906810036	0.000400550321311019	6.35095370154752e-05	7.14209191872299e-05	0.000114406658467523	0.000852199044054985	0.00259777232126971	0	0.000271362530649429	0.000201270520158501	5.87552696132434e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Myrothecium|s__Myrothecium_cinctum	0.00133471190901401	4.48028673835125e-05	0.000156737082252138	0	2.380697306241e-05	7.15041615422018e-05	0.000259364926451517	8.89648055229351e-05	0	0.000222904935890602	0.000138373482608969	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Myrothecium|s__Myrothecium_gramineum	0	0	1.74152313613486e-05	0	1.1903486531205e-05	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Myrothecium|s__Myrothecium_masonii	0	0	0	0	0	4.29024969253211e-05	0	0	0	0	5.03176300396251e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Myrothecium|s__Myrothecium_roridum	0.000883541686248708	0.00212813620071685	0.000226398007697532	6.35095370154752e-05	3.5710459593615e-05	0	0.000592834117603468	0.00250880751574677	0	4.84575947588265e-05	1.25794075099063e-05	2.93776348066217e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Sarocladium	0.000620359056302284	0.00280017921146953	0.000139321850890789	0.000254038148061901	1.1903486531205e-05	7.15041615422017e-05	0.000444625588202601	5.33788833137611e-05	0	0.00014537278427648	8.8055852569344e-05	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Sarocladium|s__Sarocladium_glaucum	0.000620359056302284	0.00275537634408602	0.000139321850890789	0.000254038148061901	1.1903486531205e-05	7.15041615422017e-05	0.000389047389677276	5.33788833137611e-05	0	0.00014537278427648	8.8055852569344e-05	1.46888174033109e-05
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Sarocladium|s__Sarocladium_hominis	0	4.48028673835125e-05	0	0	0	0	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Stachybotrys	0.000582761537738509	0.000403225806451613	0.106929520558681	0.00192645595613608	0.00026187670368651	0.000343219975402568	0.000555781985253251	0.0223657521084659	0.000376904615418724	0.0030722115077096	0.000792502673124096	0.0467838834295451
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Stachybotrys|s__Stachybotrys_chartarum	5.63962778456622e-05	8.96057347670251e-05	0.0138625241636335	0.000105849228359125	7.14209191872299e-05	7.15041615422018e-05	1.85260661751084e-05	0.0191096402263265	0.000376904615418724	0.00178323948712482	0.000264167557708032	0.00909237797264942
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Stachybotrys|s__Stachybotrys_elegans	0.000225585111382649	0.000134408602150538	3.48304627226973e-05	0.000232868302390076	4.761394612482e-05	4.29024969253211e-05	0.000129682463225759	0	0	0.00063964025081651	0.000201270520158501	0.000102821721823176
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Stachybotrys|s__Stachybotrys_globosa	0.000112792555691324	0.000156810035842294	0.0909423381689626	0.00158773842538688	0.00014284183837446	0.000214512484626605	0.000407573455852384	0.00325611188213943	0	0.00063964025081651	0.000327064595257563	0.0373536626566195
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Stachybotrys|s__Stachybotrys_microspora	0	2.24014336917563e-05	5.22456940840459e-05	0	0	0	0	0	0	9.69151895176531e-06	0	0.000235021078452974
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|g__Stachybotrys|s__Stachybotrys_nephrospora	0.000187987592818874	0	0.00203758206927779	0	0	1.43008323084404e-05	0	0	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreales_fam_Incertae_sedis|s__Hypocreales_fam_Incertae_	0	0	0	0	0	0	1.85260661751084e-05	0	3.87990045283981e-05	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae	0.049083560485008	0.0194444444444445	0.0350220302676721	0.0360099074877744	0.0681950743372738	0.0154448988931156	0.0517062506947274	0.052222340841963	0.704456897077327	0.0813603016000695	0.100308195483992	0.0236636848367338
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Albonectria	0	4.48028673835125e-05	8.70761568067432e-05	0.000635095370154752	2.380697306241e-05	7.15041615422018e-05	0.00068546444847901	0.000284687377673392	0	2.90745568552959e-05	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Albonectria|s__Albonectria_rigidiuscula	0	4.48028673835125e-05	8.70761568067432e-05	0.000635095370154752	2.380697306241e-05	7.15041615422018e-05	0.00068546444847901	0.000284687377673392	0	2.90745568552959e-05	1.25794075099063e-05	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Corallomycetella	0	0	6.96609254453945e-05	0	0	0	0	1.7792961104587e-05	0	0	0	0
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Corallomycetella|s__Corallomycetella_repens	0	0	6.96609254453945e-05	0	0	0	0	1.7792961104587e-05	0	0	0	0
