OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae	2.4551	0.4835	0.6821	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__	2.3846	0.4965	0.6821	1	4e-04	2e-04	9e-04	9e-04
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae	2.3144	0.5098	0.6821	1	1e-04	1e-04	0	0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pseudeurotiaceae	2.3053	0.5115	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae	2.2821	0.516	0.6821	1	0.0029	0.003	9e-04	0.0014
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetidae_ord_Incertae_sedis;f__Eremomycetaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Teloschistaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae	2.2121	0.5296	0.6821	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__;f__	2.2121	0.5296	0.6821	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Papulosaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Lachnocladiaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Entorrhizomycetes;o__Entorrhizales;f__Entorrhizaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__Wallemiaceae	2.2121	0.5296	0.6821	1	0	0.0012	0	0
k__Fungi;p__Zygomycota;c__;o__;f__	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Saksenaeaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Zoopagomycotina_cls_Incertae_sedis;o__Zoopagales;f__Piptocephalidaceae	2.2121	0.5296	0.6821	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Mucoraceae	2.2058	0.5308	0.6821	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae	2.1795	0.536	0.6855	1	0.0038	3e-04	5e-04	5e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae	2.1282	0.5462	0.6952	1	0.0012	0.0013	9e-04	0.0032
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Cunninghamellaceae	2.0769	0.5566	0.705	1	0.0094	0.0074	0.019	0.0183
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__	2.0013	0.5721	0.7213	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascales_fam_Incertae_sedis	1.9785	0.5769	0.7224	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Endogonales;f__	1.9504	0.5828	0.7224	1	2e-04	2e-04	1e-04	2e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Togniniaceae	1.9449	0.5839	0.7224	1	2e-04	0	0	0
k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__	1.9449	0.5839	0.7224	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae	1.8718	0.5994	0.7382	1	0.0177	0.0096	0.0292	0.0253
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__	1.7692	0.6217	0.7551	1	0.0024	0.0023	0.0014	0.0032
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae	1.7692	0.6217	0.7551	1	5e-04	1e-04	0	1e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__	1.7692	0.6217	0.7551	1	7e-04	0.0126	2e-04	1e-04
k__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__;f__	1.6799	0.6414	0.7721	1	1e-04	0	0	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae	1.6667	0.6444	0.7721	1	0.0093	0.0045	0.0035	0.0042
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiomycetidae_ord_Incertae_sedis;f__Exobasidiomycetidae_fam_Incertae_sedis	1.6667	0.6444	0.7721	1	4e-04	2e-04	2e-04	3e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__	1.5641	0.6676	0.7958	1	6e-04	0.001	9e-04	0.0017
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__;f__	1.5343	0.6744	0.7958	1	3e-04	1e-04	0	1e-04
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae	1.5053	0.6811	0.7958	1	1e-04	0	1e-04	1e-04
k__Fungi;p__Basidiomycota;c__Dacrymycetes;o__;f__	1.5046	0.6812	0.7958	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	1.5012	0.682	0.7958	1	0	1e-04	0	1e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae	1.4879	0.6851	0.7958	1	2e-04	2e-04	1e-04	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae	1.4823	0.6864	0.7958	1	2e-04	0.0013	0	1e-04
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae	1.4746	0.6881	0.7958	1	0	1e-04	4e-04	3e-04
k__Protista;p__Ciliophora;c__;o__;f__	1.359	0.7152	0.8097	1	0.0122	0.0356	0.0152	0.0188
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae	1.3509	0.7171	0.8097	1	1e-04	4e-04	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__	1.3077	0.7273	0.8097	1	0.0043	0.0065	0.0046	0.0027
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae	1.3077	0.7273	0.8097	1	0.0088	0.0032	0.0094	0.0208
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Montagnulaceae	1.2811	0.7336	0.8097	1	8e-04	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae	1.2811	0.7336	0.8097	1	0	0.0017	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Lipomycetaceae	1.2811	0.7336	0.8097	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Melanosporales;f__Ceratostomataceae	1.2811	0.7336	0.8097	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae	1.2811	0.7336	0.8097	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__	1.2811	0.7336	0.8097	1	1e-04	0	0	0
k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Geminibasidiales;f__Geminibasidiaceae	1.2811	0.7336	0.8097	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae	1.1538	0.7641	0.8364	1	8e-04	8e-04	0.0014	0.0015
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Apiosporaceae	1.1538	0.7641	0.8364	1	0.0023	0.0012	0.003	0.0024
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Corynesporascaceae	1.1193	0.7724	0.8421	1	0.0012	3e-04	5e-04	2e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae	1.0513	0.7888	0.8495	1	1e-04	4e-04	2e-04	2e-04
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__	1.0513	0.7888	0.8495	1	0.01	0.0037	0.0042	0.0098
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Myxotrichaceae	1.0513	0.7888	0.8495	1	0.0224	0.0201	0.0093	0.0081
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae	1.0201	0.7964	0.8542	1	5e-04	3e-04	5e-04	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae	0.9487	0.8137	0.8692	1	0.0014	0.0014	7e-04	8e-04
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__;f__	0.9246	0.8195	0.8719	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__Mortierellaceae	0.8974	0.826	0.8754	1	0.0181	0.059	0.0297	0.0372
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae	0.7971	0.8502	0.8938	1	1e-04	1e-04	1e-04	2e-04
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytridiaceae	0.7971	0.8502	0.8938	1	1e-04	1e-04	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae	0.6923	0.875	0.9164	1	0.0041	0.0065	0.0028	0.0038
k__Fungi;p__Basidiomycota;c__;o__;f__	0.651	0.8847	0.9228	1	1e-04	6e-04	1e-04	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae	0.5385	0.9104	0.9459	1	0.0375	0.0383	0.0259	0.028
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis	0.4872	0.9217	0.954	1	6e-04	4e-04	4e-04	8e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae	0.4687	0.9257	0.9544	1	1e-04	0	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Umbelopsidaceae	0.3988	0.9405	0.9659	1	2e-04	0	1e-04	1e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__	0.2821	0.9634	0.9856	1	0.028	0.0323	0.0205	0.0304
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae	0.2308	0.9725	0.9879	1	4e-04	5e-04	0.0012	5e-04
k__Animalia;p__Arthropoda;c__;o__;f__	0.1815	0.9805	0.9879	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Cladochytriaceae	0.1815	0.9805	0.9879	1	0	3e-04	1e-04	1e-04
k__Fungi;p__Zygomycota;c__Kickxellomycotina_cls_Incertae_sedis;o__Harpellales;f__Harpellaceae	0.1815	0.9805	0.9879	1	0	1e-04	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Endogonales;f__Endogonaceae	0.1378	0.9869	0.9907	1	1e-04	1e-04	2e-04	1e-04
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__;f__	0.0769	0.9945	0.9945	1	0.001	6e-04	5e-04	0.001
