OTU	Test.Statistic	P	FDR.P	Bonferroni.P	CK.mean	RW37.mean	JXBR16.mean	R37J16.mean
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis;g__Cotylidia	3	0.3916	0.5976	1	0	0	0	5e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__;g__	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratorhiza	3	0.3916	0.5976	1	0	3e-04	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Limnoperdaceae;g__Limnoperdon	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Bjerkandera	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Irpex	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Steccherinum	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Uncobasidium	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__;g__	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Lachnocladiaceae;g__	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Lachnocladiaceae;g__Asterostroma	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Subulicystidium	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Microsporomycetaceae;g__Microsporomyces	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Ceraceosorales;f__;g__	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Septobasidiales;f__Septobasidiaceae;g__Septobasidium	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__;f__;g__	3	0.3916	0.5976	1	0	0	0	1e-04
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Auriculibuller	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Bullera	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Derxomyces	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Blastocladiomycetes;o__Blastocladiales;f__Blastocladiaceae;g__Allomyces	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytridiaceae;g__Phlyctochytrium	3	0.3916	0.5976	1	1e-04	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiomycetes_ord_Incertae_sedis;f__Chytridiomycetes_fam_Incertae_sedis;g__Dendrochytridium	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Rhizophydiales_fam_Incertae_sedis;g__Paludomyces	3	0.3916	0.5976	1	0	0.0051	0	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis	3	0.3916	0.5976	1	0	0	0	1e-04
k__Fungi;p__Zygomycota;c__Kickxellomycotina_cls_Incertae_sedis;o__Harpellales;f__Legeriomycetaceae;g__Barbatospora	3	0.3916	0.5976	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium	2.9487	0.3996	0.6069	1	0.019	0.1542	0.0223	0.0316
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces	2.9462	0.4	0.6069	1	4e-04	0.0017	2e-04	5e-04
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__	2.8974	0.4077	0.6168	1	1e-04	0.0013	7e-04	0.0012
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Paraglomerales;f__;g__	2.8377	0.4173	0.6278	1	0	0	0	0
k__Protozoa;p__;c__;o__;f__;g__	2.8377	0.4173	0.6278	1	0	0	0	0
No blast hit;Other;Other;Other;Other;Other	2.7949	0.4243	0.6284	1	0.0028	0.0018	0.0014	0.0022
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia	2.7949	0.4243	0.6284	1	0.0029	0.0028	0.0015	0.0045
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora	2.7772	0.4273	0.6284	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza	2.7772	0.4273	0.6284	1	0	0	5e-04	0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Parapleurotheciopsis	2.7772	0.4273	0.6284	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Budhanggurabania	2.7772	0.4273	0.6284	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis	2.7772	0.4273	0.6284	1	1e-04	0	0	2e-04
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytridiaceae;g__Chytridium	2.7772	0.4273	0.6284	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Pseudoramichloridium	2.7532	0.4313	0.6325	1	2e-04	1e-04	1e-04	2e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__;g__	2.6923	0.4415	0.6458	1	0.0545	0.04	0.0403	0.021
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Melnikomyces	2.6464	0.4494	0.6533	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_fam_Incertae_sedis;g__Pulvinula	2.6464	0.4494	0.6533	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Agaricostilbaceae;g__Bensingtonia	2.632	0.4519	0.6533	1	0	0	0	1e-04
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Cunninghamellaceae;g__Cunninghamella	2.632	0.4519	0.6533	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_fam_Incertae_sedis;g__Rhodotorula	2.6265	0.4529	0.6533	1	0	0	2e-04	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__	2.5897	0.4593	0.6579	1	8e-04	0.0014	3e-04	4e-04
k__Protista;p__Cercozoa;c__;o__;f__;g__	2.5897	0.4593	0.6579	1	3e-04	5e-04	3e-04	3e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Albonectria	2.5745	0.462	0.6579	1	0	3e-04	2e-04	0
k__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__Monoblepharidales;f__Harpochytriaceae;g__Harpochytrium	2.564	0.4638	0.6579	1	0	1e-04	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium	2.5564	0.4652	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Ilyonectria	2.5225	0.4712	0.6579	1	3e-04	4e-04	1e-04	0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiomycetidae_ord_Incertae_sedis;f__Exobasidiomycetidae_fam_Incertae_sedis;g__Meira	2.483	0.4784	0.6579	1	3e-04	0	1e-04	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__;g__	2.3846	0.4965	0.6579	1	4e-04	2e-04	9e-04	9e-04
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Arthrobotrys	2.3333	0.5062	0.6579	1	0.002	9e-04	6e-04	0.0034
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	2.3144	0.5098	0.6579	1	0.0014	0.0017	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Chrysosporium	2.3053	0.5115	0.6579	1	0	3e-04	0	0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pseudeurotiaceae;g__Pseudeurotium	2.3053	0.5115	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Remispora	2.3053	0.5115	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetidae_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Roussoella	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pyrenochaeta	2.2121	0.5296	0.6579	1	0	0	0	1e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__Quadricrura	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Keratinomyces	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Gymnoascus	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Polyblastia	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Melanelixia	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__;g__	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Lobariaceae;g__Sticta	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Teloschistaceae;g__Austroplaca	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__;f__;g__	2.2121	0.5296	0.6579	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Remersonia	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Veronaea	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Kodamaea	2.2121	0.5296	0.6579	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Cylindrotrichum	2.2121	0.5296	0.6579	1	0	0	1e-04	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Corallomycetella	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__;g__	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Halosphaeriaceae;g__Lignincola	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scopulariopsis	2.2121	0.5296	0.6579	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Pesotum	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetidae_ord_Incertae_sedis;f__Papulosaceae;g__	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Volvariella	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula	2.2121	0.5296	0.6579	1	0	0	1e-04	0
k__Fungi;p__Basidiomycota;c__Entorrhizomycetes;o__Entorrhizales;f__Entorrhizaceae;g__Entorrhiza	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Trigonosporomyces	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__Wallemiaceae;g__Wallemia	2.2121	0.5296	0.6579	1	0	0.0012	0	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Zygomycota;c__;o__;f__;g__	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Kickxellomycotina_cls_Incertae_sedis;o__Kickxellales;f__Kickxellaceae;g__Linderina	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Cunninghamellaceae;g__Absidia	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Saksenaeaceae;g__Saksenaea	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Zoopagomycotina_cls_Incertae_sedis;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis	2.2121	0.5296	0.6579	1	0	0	0	0
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Mucoraceae;g__Mucor	2.2058	0.5308	0.6579	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium	2.1655	0.5388	0.6662	1	0	0	1e-04	1e-04
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Scytalidium	2.1584	0.5402	0.6664	1	0	1e-04	0	3e-04
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Davidiellaceae;g__Cladosporium	2.1282	0.5462	0.6707	1	0.0012	0.0013	9e-04	0.0032
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium	2.1282	0.5462	0.6707	1	0.0027	0.0053	0.0016	0.0026
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Mucorales;f__Cunninghamellaceae;g__Gongronella	2.0769	0.5566	0.6819	1	0.0094	0.0073	0.019	0.0183
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__	2.0199	0.5683	0.6946	1	2e-04	0.0024	2e-04	5e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__;g__	2.0013	0.5721	0.6977	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Saccharomyces	1.9785	0.5769	0.6981	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascales_fam_Incertae_sedis;g__Sphaeronaemella	1.9785	0.5769	0.6981	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__	1.9785	0.5769	0.6981	1	0	0	0	0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiomycetidae_ord_Incertae_sedis;f__Exobasidiomycetidae_fam_Incertae_sedis;g__Acaromyces	1.9744	0.5777	0.6981	1	2e-04	1e-04	1e-04	2e-04
k__Fungi;p__Zygomycota;c__Mucoromycotina_cls_Incertae_sedis;o__Endogonales;f__;g__	1.9504	0.5828	0.7007	1	2e-04	2e-04	1e-04	2e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Togniniaceae;g__Phaeoacremonium	1.9449	0.5839	0.7007	1	2e-04	0	0	0
k__Fungi;p__Zygomycota;c__Mortierellomycotina_cls_Incertae_sedis;o__Mortierellales;f__;g__	1.9449	0.5839	0.7007	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__	1.9231	0.5885	0.7046	1	1e-04	4e-04	6e-04	2e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavulinopsis	1.9023	0.5929	0.7083	1	1e-04	1e-04	1e-04	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Lecythophora	1.8718	0.5994	0.7145	1	0.0176	0.0088	0.0287	0.025
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__;g__	1.7692	0.6217	0.7376	1	0.0024	0.0023	0.0014	0.0032
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__;g__	1.7692	0.6217	0.7376	1	7e-04	0.0126	2e-04	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora	1.7179	0.633	0.7493	1	0.0031	0.0023	0.0012	0.0015
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_fam_Incertae_sedis;g__Fellomyces	1.6903	0.6391	0.7549	1	0	0	0	1e-04
k__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__;f__;g__	1.6799	0.6414	0.7559	1	1e-04	0	0	1e-04
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria	1.6266	0.6534	0.7683	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Rhexoacrodictys	1.5863	0.6625	0.7773	1	1e-04	1e-04	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__;g__	1.5641	0.6676	0.7786	1	6e-04	0.001	9e-04	0.0017
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_Group_B;g__Serendipita	1.5641	0.6676	0.7786	1	7e-04	0.0019	4e-04	0.0041
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia	1.5623	0.668	0.7786	1	0	0	0	0
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__;f__;g__	1.5343	0.6744	0.7843	1	3e-04	1e-04	0	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Simplicillium	1.5128	0.6793	0.787	1	5e-04	3e-04	1e-04	1e-04
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon	1.5053	0.6811	0.787	1	1e-04	0	1e-04	1e-04
k__Fungi;p__Basidiomycota;c__Dacrymycetes;o__;f__;g__	1.5046	0.6812	0.787	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__	1.4348	0.6974	0.7954	1	0	0	0	5e-04
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora	1.4348	0.6974	0.7954	1	6e-04	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__	1.3684	0.713	0.7954	1	2e-04	0	0	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta	1.3637	0.7141	0.7954	1	2e-04	8e-04	5e-04	3e-04
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Staphylotrichum	1.359	0.7152	0.7954	1	0.0055	0.0091	0.009	0.0049
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordyceps	1.359	0.7152	0.7954	1	3e-04	0.0217	1e-04	1e-04
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Hypoxylon	1.359	0.7152	0.7954	1	1e-04	1e-04	1e-04	0
k__Protista;p__Ciliophora;c__;o__;f__;g__	1.359	0.7152	0.7954	1	0.0122	0.0356	0.0152	0.0188
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Podosordaria	1.3509	0.7171	0.7954	1	0	1e-04	0.0011	0
k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__	1.3293	0.7222	0.7954	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia	1.3147	0.7256	0.7954	1	0	1e-04	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__;g__	1.3077	0.7273	0.7954	1	0.0043	0.0065	0.0046	0.0027
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Diplodia	1.2811	0.7336	0.7954	1	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia	1.2811	0.7336	0.7954	1	0	4e-04	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Neokalmusia	1.2811	0.7336	0.7954	1	1e-04	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Montagnulaceae;g__	1.2811	0.7336	0.7954	1	8e-04	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Strelitziana	1.2811	0.7336	0.7954	1	0	0	0	1e-04
