CK1	CK2	CK3	JXBR161	JXBR162	JXBR163	R37J161	R37J162	R37J163	RW371	RW372	RW373
Mucorales	0.00701193721214	0.00409946236559	0.0181118406158	0.0229269428626	0.0266042923972	0.00806566942196	0.0453175426185	0.00239008742688	0.00772631795414	0.0123198340064	0.010373296324	5.54271493263e-06
Sordariales	0.0905348247016	0.0179883512545	0.0703923651626	0.0330037894024	0.0436143746503	0.0168606812917	0.0744308655496	0.0240895653815	0.0246772132376	0.0483159805847	0.0825771324864	0.0100212285982
Leotiomycetes_ord_Incertae_sedis	0.0213741893035	0.0433915770609	0.00363978335452	0.0125325486377	0.013938982728	0.00157309155393	0.0114844499578	0.00670482420278	0.00613992567458	0.00646559709511	0.0077755240027	0.0461375590992
Rhizophydiales	0.00189867468747	0.000873655913978	0.000748854948538	0.000190528611046	0.000130938351843	0.000328919143094	0.0057858368142	0.00363544877036	0.00245303250635	0.00898514209493	0.0112451514181	0.0152757223543
Hypocreales	0.125350126892	0.066353046595	0.236899392208	0.0605034189301	0.116487519194	0.0513113863227	0.114728201351	0.172425938738	0.0928773924411	0.119419022565	0.172057933881	0.717953407938
Glomerales	0.00328978287433	0.00161290322581	0.00123648142666	0.00137603996867	0.000666595245747	0.000143008323084	0.00127928050163	0.000339644002767	0.000660996783149	0.00272333172774	0.00110316358848	0.000360276470621
Pezizales	0.000263182629946	0.00230734767025	0.000365719858588	0.00198996549315	0.0014879358164	0.000228813316935	0.000484575947588	0.0036857664004	4.40664522099e-05	0.00337174404387	0.00651222376428	0.000792608235366
Pezizomycotina_ord_Incertae_sedis	0.0112604568099	0.0078853046595	0.0105884606677	0.0175921417533	0.0185456320156	0.00483368132025	0.0175901068975	0.0476759544625	0.00781445085856	0.0238800992997	0.0192341909541	0.0231796338483
Agaricales	0.0964752326346	0.0530689964158	0.0533080231971	0.0801278658679	0.0223547477056	0.0209793209965	0.0306736574823	0.00750990628341	0.0278206201619	0.0999481270147	0.0195188783317	0.00238891013596
Helotiales	0.0247955634928	0.00804211469534	0.0049110952439	0.00876431610814	0.00835624754491	0.00431885135715	0.0159328571567	0.0218252720297	0.0035400049942	0.00815146911705	0.00617415750329	0.0
